load_zone,stage_id,timepoint,load_mw,,,,
Zone1,1,2020010612,850.720504,,,,
Zone1,1,2020010613,837.004391,,,,
Zone1,1,2020010614,824.9706454,,,,
Zone1,1,2020010615,813.5932077,,,,
Zone1,1,2020010616,804.5973037,,,,
Zone1,1,2020010617,806.1646365,,,,
Zone1,1,2020010618,812.6208061,,,,
Zone1,1,2020010619,816.269249,,,,
Zone1,1,2020010620,817.9393749,,,,
Zone1,1,2020010621,812.8586015,,,,
Zone1,1,2020010622,794.1816064,,,,
Zone1,1,2020010623,770.4764354,,,,
Zone1,1,2020010624,751.2427694,,,,
Zone1,1,2020010701,766.1876055,,,,
Zone1,1,2020010702,749.4394222,,,,
Zone1,1,2020010703,743.7164376,,,,
Zone1,1,2020010704,752.2233408,,,,
Zone1,1,2020010705,763.1718773,,,,
Zone1,1,2020010706,781.5025027,,,,
Zone1,1,2020010707,806.0962182,,,,
Zone1,1,2020010708,830.2899066,,,,
Zone1,1,2020010709,848.2762621,,,,
Zone1,1,2020010710,861.2335949,,,,
Zone1,1,2020010711,860.5612674,,,,
Zone1,1,2020010712,850.720504,,,,
Zone1,1,2020010713,837.004391,,,,
Zone1,1,2020010714,824.9706454,,,,
Zone1,1,2020010715,813.5932077,,,,
Zone1,1,2020010716,804.5973037,,,,
Zone1,1,2020010717,806.1646365,,,,
Zone1,1,2020010718,812.6208061,,,,
Zone1,1,2020010719,816.269249,,,,
Zone1,1,2020010720,817.9393749,,,,
Zone1,1,2020010721,812.8586015,,,,
Zone1,1,2020010722,794.1816064,,,,
Zone1,1,2020010723,770.4764354,,,,
Zone1,1,2020010724,751.2427694,,,,
Zone1,1,2020010801,766.1876055,,,,
Zone1,1,2020010802,749.4394222,,,,
Zone1,1,2020010803,743.7164376,,,,
Zone1,1,2020010804,752.2233408,,,,
Zone1,1,2020010805,763.1718773,,,,
Zone1,1,2020010806,781.5025027,,,,
Zone1,1,2020010807,806.0962182,,,,
Zone1,1,2020010808,830.2899066,,,,
Zone1,1,2020010809,848.2762621,,,,
Zone1,1,2020010810,861.2335949,,,,
Zone1,1,2020010811,860.5612674,,,,
Zone1,1,2020010812,850.720504,,,,
Zone1,1,2020010813,837.004391,,,,
Zone1,1,2020010814,824.9706454,,,,
Zone1,1,2020010815,813.5932077,,,,
Zone1,1,2020010816,804.5973037,,,,
Zone1,1,2020010817,806.1646365,,,,
Zone1,1,2020010818,812.6208061,,,,
Zone1,1,2020010819,816.269249,,,,
Zone1,1,2020010820,817.9393749,,,,
Zone1,1,2020010821,812.8586015,,,,
Zone1,1,2020010822,794.1816064,,,,
Zone1,1,2020010823,770.4764354,,,,
Zone1,1,2020010824,751.2427694,,,,
Zone1,1,2020010901,766.1876055,,,,
Zone1,1,2020010902,749.4394222,,,,
Zone1,1,2020010903,743.7164376,,,,
Zone1,1,2020010904,752.2233408,,,,
Zone1,1,2020010905,763.1718773,,,,
Zone1,1,2020010906,781.5025027,,,,
Zone1,1,2020010907,806.0962182,,,,
Zone1,1,2020010908,830.2899066,,,,
Zone1,1,2020010909,848.2762621,,,,
Zone1,1,2020010910,861.2335949,,,,
Zone1,1,2020010911,860.5612674,,,,
Zone1,1,2020010912,850.720504,,,,
Zone1,1,2020010913,837.004391,,,,
Zone1,1,2020010914,824.9706454,,,,
Zone1,1,2020010915,813.5932077,,,,
Zone1,1,2020010916,804.5973037,,,,
Zone1,1,2020010917,806.1646365,,,,
Zone1,1,2020010918,812.6208061,,,,
Zone1,1,2020010919,816.269249,,,,
Zone1,1,2020010920,817.9393749,,,,
Zone1,1,2020010921,812.8586015,,,,
Zone1,1,2020010922,794.1816064,,,,
Zone1,1,2020010923,770.4764354,,,,
Zone1,1,2020010924,751.2427694,,,,
Zone1,1,2020011001,766.1876055,,,,
Zone1,1,2020011002,749.4394222,,,,
Zone1,1,2020011003,743.7164376,,,,
Zone1,1,2020011004,752.2233408,,,,
Zone1,1,2020011005,763.1718773,,,,
Zone1,1,2020011006,781.5025027,,,,
Zone1,1,2020011007,806.0962182,,,,
Zone1,1,2020011008,830.2899066,,,,
Zone1,1,2020011009,848.2762621,,,,
Zone1,1,2020011010,861.2335949,,,,
Zone1,1,2020011011,860.5612674,,,,
Zone1,1,2020011012,850.720504,,,,
Zone1,1,2020011013,837.004391,,,,
Zone1,1,2020011014,824.9706454,,,,
Zone1,1,2020011015,813.5932077,,,,
Zone1,1,2020011016,804.5973037,,,,
Zone1,1,2020011017,806.1646365,,,,
Zone1,1,2020011018,812.6208061,,,,
Zone1,1,2020011019,816.269249,,,,
Zone1,1,2020011020,817.9393749,,,,
Zone1,1,2020011021,812.8586015,,,,
Zone1,1,2020011022,794.1816064,,,,
Zone1,1,2020011023,770.4764354,,,,
Zone1,1,2020011024,751.2427694,,,,
Zone1,1,2020011101,766.1876055,,,,
Zone1,1,2020011102,749.4394222,,,,
Zone1,1,2020011103,743.7164376,,,,
Zone1,1,2020011104,752.2233408,,,,
Zone1,1,2020011105,763.1718773,,,,
Zone1,1,2020011106,781.5025027,,,,
Zone1,1,2020011107,806.0962182,,,,
Zone1,1,2020011108,830.2899066,,,,
Zone1,1,2020011109,848.2762621,,,,
Zone1,1,2020011110,861.2335949,,,,
Zone1,1,2020011111,860.5612674,,,,
Zone1,1,2020011112,850.720504,,,,
Zone1,1,2020011113,837.004391,,,,
Zone1,1,2020011114,824.9706454,,,,
Zone1,1,2020011115,813.5932077,,,,
Zone1,1,2020011116,804.5973037,,,,
Zone1,1,2020011117,806.1646365,,,,
Zone1,1,2020011118,812.6208061,,,,
Zone1,1,2020011119,816.269249,,,,
Zone1,1,2020011120,817.9393749,,,,
Zone1,1,2020011121,812.8586015,,,,
Zone1,1,2020011122,794.1816064,,,,
Zone1,1,2020011123,770.4764354,,,,
Zone1,1,2020011124,751.2427694,,,,
Zone1,1,2020011201,766.1876055,,,,
Zone1,1,2020011202,749.4394222,,,,
Zone1,1,2020011203,743.7164376,,,,
Zone1,1,2020011204,752.2233408,,,,
Zone1,1,2020011205,763.1718773,,,,
Zone1,1,2020011206,781.5025027,,,,
Zone1,1,2020011207,806.0962182,,,,
Zone1,1,2020011208,830.2899066,,,,
Zone1,1,2020011209,848.2762621,,,,
Zone1,1,2020011210,861.2335949,,,,
Zone1,1,2020011211,860.5612674,,,,
Zone1,1,2020011212,850.720504,,,,
Zone1,1,2020011213,837.004391,,,,
Zone1,1,2020011214,824.9706454,,,,
Zone1,1,2020011215,813.5932077,,,,
Zone1,1,2020011216,804.5973037,,,,
Zone1,1,2020011217,806.1646365,,,,
Zone1,1,2020011218,812.6208061,,,,
Zone1,1,2020011219,816.269249,,,,
Zone1,1,2020011220,817.9393749,,,,
Zone1,1,2020011221,812.8586015,,,,
Zone1,1,2020011222,794.1816064,,,,
Zone1,1,2020011223,770.4764354,,,,
Zone1,1,2020011224,751.2427694,,,,
Zone1,1,2020011301,766.1876055,,,,
Zone1,1,2020011302,749.4394222,,,,
Zone1,1,2020011303,743.7164376,,,,
Zone1,1,2020011304,752.2233408,,,,
Zone1,1,2020011305,763.1718773,,,,
Zone1,1,2020011306,781.5025027,,,,
Zone1,1,2020011307,806.0962182,,,,
Zone1,1,2020011308,830.2899066,,,,
Zone1,1,2020011309,848.2762621,,,,
Zone1,1,2020011310,861.2335949,,,,
Zone1,1,2020011311,860.5612674,,,,
Zone1,1,2020011312,850.720504,,,,
Zone1,1,2020011313,837.004391,,,,
Zone1,1,2020011314,824.9706454,,,,
Zone1,1,2020011315,813.5932077,,,,
Zone1,1,2020011316,804.5973037,,,,
Zone1,1,2020011317,806.1646365,,,,
Zone1,1,2020011318,812.6208061,,,,
Zone1,1,2020011319,816.269249,,,,
Zone1,1,2020011320,817.9393749,,,,
Zone1,1,2020011321,812.8586015,,,,
Zone1,1,2020011322,794.1816064,,,,
Zone1,1,2020011323,770.4764354,,,,
Zone1,1,2020011324,751.2427694,,,,
Zone1,1,2020011401,766.1876055,,,,
Zone1,1,2020011402,749.4394222,,,,
Zone1,1,2020011403,743.7164376,,,,
Zone1,1,2020011404,752.2233408,,,,
Zone1,1,2020011405,763.1718773,,,,
Zone1,1,2020011406,781.5025027,,,,
Zone1,1,2020011407,806.0962182,,,,
Zone1,1,2020011408,830.2899066,,,,
Zone1,1,2020011409,848.2762621,,,,
Zone1,1,2020011410,861.2335949,,,,
Zone1,1,2020011411,860.5612674,,,,
Zone1,1,2020011412,850.720504,,,,
Zone1,1,2020011413,837.004391,,,,
Zone1,1,2020011414,824.9706454,,,,
Zone1,1,2020011415,813.5932077,,,,
Zone1,1,2020011416,804.5973037,,,,
Zone1,1,2020011417,806.1646365,,,,
Zone1,1,2020011418,812.6208061,,,,
Zone1,1,2020011419,816.269249,,,,
Zone1,1,2020011420,817.9393749,,,,
Zone1,1,2020011421,812.8586015,,,,
Zone1,1,2020011422,794.1816064,,,,
Zone1,1,2020011423,770.4764354,,,,
Zone1,1,2020011424,751.2427694,,,,
Zone1,1,2020011501,766.1876055,,,,
Zone1,1,2020011502,749.4394222,,,,
Zone1,1,2020011503,743.7164376,,,,
Zone1,1,2020011504,752.2233408,,,,
Zone1,1,2020011505,763.1718773,,,,
Zone1,1,2020011506,781.5025027,,,,
Zone1,1,2020011507,806.0962182,,,,
Zone1,1,2020011508,830.2899066,,,,
Zone1,1,2020011509,848.2762621,,,,
Zone1,1,2020011510,861.2335949,,,,
Zone1,1,2020011511,860.5612674,,,,
Zone1,1,2020011512,850.720504,,,,
Zone1,1,2020011513,837.004391,,,,
Zone1,1,2020011514,824.9706454,,,,
Zone1,1,2020011515,813.5932077,,,,
Zone1,1,2020011516,804.5973037,,,,
Zone1,1,2020011517,806.1646365,,,,
Zone1,1,2020011518,812.6208061,,,,
Zone1,1,2020011519,816.269249,,,,
Zone1,1,2020011520,817.9393749,,,,
Zone1,1,2020011521,812.8586015,,,,
Zone1,1,2020011522,794.1816064,,,,
Zone1,1,2020011523,770.4764354,,,,
Zone1,1,2020011524,751.2427694,,,,
Zone1,1,2020011601,766.1876055,,,,
Zone1,1,2020011602,749.4394222,,,,
Zone1,1,2020011603,743.7164376,,,,
Zone1,1,2020011604,752.2233408,,,,
Zone1,1,2020011605,763.1718773,,,,
Zone1,1,2020011606,781.5025027,,,,
Zone1,1,2020011607,806.0962182,,,,
Zone1,1,2020011608,830.2899066,,,,
Zone1,1,2020011609,848.2762621,,,,
Zone1,1,2020011610,861.2335949,,,,
Zone1,1,2020011611,860.5612674,,,,
Zone1,1,2020011612,850.720504,,,,
Zone1,1,2020011613,837.004391,,,,
Zone1,1,2020011614,824.9706454,,,,
Zone1,1,2020011615,813.5932077,,,,
Zone1,1,2020011616,804.5973037,,,,
Zone1,1,2020011617,806.1646365,,,,
Zone1,1,2020011618,812.6208061,,,,
Zone1,1,2020011619,816.269249,,,,
Zone1,1,2020011620,817.9393749,,,,
Zone1,1,2020011621,812.8586015,,,,
Zone1,1,2020011622,794.1816064,,,,
Zone1,1,2020011623,770.4764354,,,,
Zone1,1,2020011624,751.2427694,,,,
Zone1,1,2020011701,766.1876055,,,,
Zone1,1,2020011702,749.4394222,,,,
Zone1,1,2020011703,743.7164376,,,,
Zone1,1,2020011704,752.2233408,,,,
Zone1,1,2020011705,763.1718773,,,,
Zone1,1,2020011706,781.5025027,,,,
Zone1,1,2020011707,806.0962182,,,,
Zone1,1,2020011708,830.2899066,,,,
Zone1,1,2020011709,848.2762621,,,,
Zone1,1,2020011710,861.2335949,,,,
Zone1,1,2020011711,860.5612674,,,,
Zone1,1,2020011712,850.720504,,,,
Zone1,1,2020011713,837.004391,,,,
Zone1,1,2020011714,824.9706454,,,,
Zone1,1,2020011715,813.5932077,,,,
Zone1,1,2020011716,804.5973037,,,,
Zone1,1,2020011717,806.1646365,,,,
Zone1,1,2020011718,812.6208061,,,,
Zone1,1,2020011719,816.269249,,,,
Zone1,1,2020011720,817.9393749,,,,
Zone1,1,2020011721,812.8586015,,,,
Zone1,1,2020011722,794.1816064,,,,
Zone1,1,2020011723,770.4764354,,,,
Zone1,1,2020011724,751.2427694,,,,
Zone1,1,2020011801,766.1876055,,,,
Zone1,1,2020011802,749.4394222,,,,
Zone1,1,2020011803,743.7164376,,,,
Zone1,1,2020011804,752.2233408,,,,
Zone1,1,2020011805,763.1718773,,,,
Zone1,1,2020011806,781.5025027,,,,
Zone1,1,2020011807,806.0962182,,,,
Zone1,1,2020011808,830.2899066,,,,
Zone1,1,2020011809,848.2762621,,,,
Zone1,1,2020011810,861.2335949,,,,
Zone1,1,2020011811,860.5612674,,,,
Zone1,1,2020011812,850.720504,,,,
Zone1,1,2020011813,837.004391,,,,
Zone1,1,2020011814,824.9706454,,,,
Zone1,1,2020011815,813.5932077,,,,
Zone1,1,2020011816,804.5973037,,,,
Zone1,1,2020011817,806.1646365,,,,
Zone1,1,2020011818,812.6208061,,,,
Zone1,1,2020011819,816.269249,,,,
Zone1,1,2020011820,817.9393749,,,,
Zone1,1,2020011821,812.8586015,,,,
Zone1,1,2020011822,794.1816064,,,,
Zone1,1,2020011823,770.4764354,,,,
Zone1,1,2020011824,751.2427694,,,,
Zone1,1,2020011901,766.1876055,,,,
Zone1,1,2020011902,749.4394222,,,,
Zone1,1,2020011903,743.7164376,,,,
Zone1,1,2020011904,752.2233408,,,,
Zone1,1,2020011905,763.1718773,,,,
Zone1,1,2020011906,781.5025027,,,,
Zone1,1,2020011907,806.0962182,,,,
Zone1,1,2020011908,830.2899066,,,,
Zone1,1,2020011909,848.2762621,,,,
Zone1,1,2020011910,861.2335949,,,,
Zone1,1,2020011911,860.5612674,,,,
Zone1,1,2020011912,850.720504,,,,
Zone1,1,2020011913,837.004391,,,,
Zone1,1,2020011914,824.9706454,,,,
Zone1,1,2020011915,813.5932077,,,,
Zone1,1,2020011916,804.5973037,,,,
Zone1,1,2020011917,806.1646365,,,,
Zone1,1,2020011918,812.6208061,,,,
Zone1,1,2020011919,816.269249,,,,
Zone1,1,2020011920,817.9393749,,,,
Zone1,1,2020011921,812.8586015,,,,
Zone1,1,2020011922,794.1816064,,,,
Zone1,1,2020011923,770.4764354,,,,
Zone1,1,2020011924,751.2427694,,,,
Zone1,1,2020012001,766.1876055,,,,
Zone1,1,2020012002,749.4394222,,,,
Zone1,1,2020012003,743.7164376,,,,
Zone1,1,2020012004,752.2233408,,,,
Zone1,1,2020012005,763.1718773,,,,
Zone1,1,2020012006,781.5025027,,,,
Zone1,1,2020012007,806.0962182,,,,
Zone1,1,2020012008,830.2899066,,,,
Zone1,1,2020012009,848.2762621,,,,
Zone1,1,2020012010,861.2335949,,,,
Zone1,1,2020012011,860.5612674,,,,
Zone1,1,2020012012,850.720504,,,,
Zone1,1,2020012013,837.004391,,,,
Zone1,1,2020012014,824.9706454,,,,
Zone1,1,2020012015,813.5932077,,,,
Zone1,1,2020012016,804.5973037,,,,
Zone1,1,2020012017,806.1646365,,,,
Zone1,1,2020012018,812.6208061,,,,
Zone1,1,2020012019,816.269249,,,,
Zone1,1,2020012020,817.9393749,,,,
Zone1,1,2020012021,812.8586015,,,,
Zone1,1,2020012022,794.1816064,,,,
Zone1,1,2020012023,770.4764354,,,,
Zone1,1,2020012024,751.2427694,,,,
Zone1,1,2020012101,766.1876055,,,,
Zone1,1,2020012102,749.4394222,,,,
Zone1,1,2020012103,743.7164376,,,,
Zone1,1,2020012104,752.2233408,,,,
Zone1,1,2020012105,763.1718773,,,,
Zone1,1,2020012106,781.5025027,,,,
Zone1,1,2020012107,806.0962182,,,,
Zone1,1,2020012108,830.2899066,,,,
Zone1,1,2020012109,848.2762621,,,,
Zone1,1,2020012110,861.2335949,,,,
Zone1,1,2020012111,860.5612674,,,,
Zone1,1,2020012112,850.720504,,,,
Zone1,1,2020012113,837.004391,,,,
Zone1,1,2020012114,824.9706454,,,,
Zone1,1,2020012115,813.5932077,,,,
Zone1,1,2020012116,804.5973037,,,,
Zone1,1,2020012117,806.1646365,,,,
Zone1,1,2020012118,812.6208061,,,,
Zone1,1,2020012119,816.269249,,,,
Zone1,1,2020012120,817.9393749,,,,
Zone1,1,2020012121,812.8586015,,,,
Zone1,1,2020012122,794.1816064,,,,
Zone1,1,2020012123,770.4764354,,,,
Zone1,1,2020012124,751.2427694,,,,
Zone1,1,2020012201,766.1876055,,,,
Zone1,1,2020012202,749.4394222,,,,
Zone1,1,2020012203,743.7164376,,,,
Zone1,1,2020012204,752.2233408,,,,
Zone1,1,2020012205,763.1718773,,,,
Zone1,1,2020012206,781.5025027,,,,
Zone1,1,2020012207,806.0962182,,,,
Zone1,1,2020012208,830.2899066,,,,
Zone1,1,2020012209,848.2762621,,,,
Zone1,1,2020012210,861.2335949,,,,
Zone1,1,2020012211,860.5612674,,,,
Zone1,1,2020012212,850.720504,,,,
Zone1,1,2020012213,837.004391,,,,
Zone1,1,2020012214,824.9706454,,,,
Zone1,1,2020012215,813.5932077,,,,
Zone1,1,2020012216,804.5973037,,,,
Zone1,1,2020012217,806.1646365,,,,
Zone1,1,2020012218,812.6208061,,,,
Zone1,1,2020012219,816.269249,,,,
Zone1,1,2020012220,817.9393749,,,,
Zone1,1,2020012221,812.8586015,,,,
Zone1,1,2020012222,794.1816064,,,,
Zone1,1,2020012223,770.4764354,,,,
Zone1,1,2020012224,751.2427694,,,,
Zone1,1,2020012301,766.1876055,,,,
Zone1,1,2020012302,749.4394222,,,,
Zone1,1,2020012303,743.7164376,,,,
Zone1,1,2020012304,752.2233408,,,,
Zone1,1,2020012305,763.1718773,,,,
Zone1,1,2020012306,781.5025027,,,,
Zone1,1,2020012307,806.0962182,,,,
Zone1,1,2020012308,830.2899066,,,,
Zone1,1,2020012309,848.2762621,,,,
Zone1,1,2020012310,861.2335949,,,,
Zone1,1,2020012311,860.5612674,,,,
Zone1,1,2020012312,850.720504,,,,
Zone1,1,2020012313,837.004391,,,,
Zone1,1,2020012314,824.9706454,,,,
Zone1,1,2020012315,813.5932077,,,,
Zone1,1,2020012316,804.5973037,,,,
Zone1,1,2020012317,806.1646365,,,,
Zone1,1,2020012318,812.6208061,,,,
Zone1,1,2020012319,816.269249,,,,
Zone1,1,2020012320,817.9393749,,,,
Zone1,1,2020012321,812.8586015,,,,
Zone1,1,2020012322,794.1816064,,,,
Zone1,1,2020012323,770.4764354,,,,
Zone1,1,2020012324,751.2427694,,,,
Zone1,1,2020012401,766.1876055,,,,
Zone1,1,2020012402,749.4394222,,,,
Zone1,1,2020012403,743.7164376,,,,
Zone1,1,2020012404,752.2233408,,,,
Zone1,1,2020012405,763.1718773,,,,
Zone1,1,2020012406,781.5025027,,,,
Zone1,1,2020012407,806.0962182,,,,
Zone1,1,2020012408,830.2899066,,,,
Zone1,1,2020012409,848.2762621,,,,
Zone1,1,2020012410,861.2335949,,,,
Zone1,1,2020012411,860.5612674,,,,
Zone1,1,2020012412,850.720504,,,,
Zone1,1,2020012413,837.004391,,,,
Zone1,1,2020012414,824.9706454,,,,
Zone1,1,2020012415,813.5932077,,,,
Zone1,1,2020012416,804.5973037,,,,
Zone1,1,2020012417,806.1646365,,,,
Zone1,1,2020012418,812.6208061,,,,
Zone1,1,2020012419,816.269249,,,,
Zone1,1,2020012420,817.9393749,,,,
Zone1,1,2020012421,812.8586015,,,,
Zone1,1,2020012422,794.1816064,,,,
Zone1,1,2020012423,770.4764354,,,,
Zone1,1,2020012424,751.2427694,,,,
Zone1,1,2020012501,766.1876055,,,,
Zone1,1,2020012502,749.4394222,,,,
Zone1,1,2020012503,743.7164376,,,,
Zone1,1,2020012504,752.2233408,,,,
Zone1,1,2020012505,763.1718773,,,,
Zone1,1,2020012506,781.5025027,,,,
Zone1,1,2020012507,806.0962182,,,,
Zone1,1,2020012508,830.2899066,,,,
Zone1,1,2020012509,848.2762621,,,,
Zone1,1,2020012510,861.2335949,,,,
Zone1,1,2020012511,860.5612674,,,,
Zone1,1,2020012512,850.720504,,,,
Zone1,1,2020012513,837.004391,,,,
Zone1,1,2020012514,824.9706454,,,,
Zone1,1,2020012515,813.5932077,,,,
Zone1,1,2020012516,804.5973037,,,,
Zone1,1,2020012517,806.1646365,,,,
Zone1,1,2020012518,812.6208061,,,,
Zone1,1,2020012519,816.269249,,,,
Zone1,1,2020012520,817.9393749,,,,
Zone1,1,2020012521,812.8586015,,,,
Zone1,1,2020012522,794.1816064,,,,
Zone1,1,2020012523,770.4764354,,,,
Zone1,1,2020012524,751.2427694,,,,
Zone1,1,2020012601,766.1876055,,,,
Zone1,1,2020012602,749.4394222,,,,
Zone1,1,2020012603,743.7164376,,,,
Zone1,1,2020012604,752.2233408,,,,
Zone1,1,2020012605,763.1718773,,,,
Zone1,1,2020012606,781.5025027,,,,
Zone1,1,2020012607,806.0962182,,,,
Zone1,1,2020012608,830.2899066,,,,
Zone1,1,2020012609,848.2762621,,,,
Zone1,1,2020012610,861.2335949,,,,
Zone1,1,2020012611,860.5612674,,,,
Zone1,1,2020012612,850.720504,,,,
Zone1,1,2020012613,837.004391,,,,
Zone1,1,2020012614,824.9706454,,,,
Zone1,1,2020012615,813.5932077,,,,
Zone1,1,2020012616,804.5973037,,,,
Zone1,1,2020012617,806.1646365,,,,
Zone1,1,2020012618,812.6208061,,,,
Zone1,1,2020012619,816.269249,,,,
Zone1,1,2020012620,817.9393749,,,,
Zone1,1,2020012621,812.8586015,,,,
Zone1,1,2020012622,794.1816064,,,,
Zone1,1,2020012623,770.4764354,,,,
Zone1,1,2020012624,751.2427694,,,,
Zone1,1,2020012701,766.1876055,,,,
Zone1,1,2020012702,749.4394222,,,,
Zone1,1,2020012703,743.7164376,,,,
Zone1,1,2020012704,752.2233408,,,,
Zone1,1,2020012705,763.1718773,,,,
Zone1,1,2020012706,781.5025027,,,,
Zone1,1,2020012707,806.0962182,,,,
Zone1,1,2020012708,830.2899066,,,,
Zone1,1,2020012709,848.2762621,,,,
Zone1,1,2020012710,861.2335949,,,,
Zone1,1,2020012711,860.5612674,,,,
Zone1,1,2020012712,850.720504,,,,
Zone1,1,2020012713,837.004391,,,,
