Existing Renewable Resources,,,,,,,,,,,,,,,,,,,,,,,
,63.0,PG40047,Fairfield Power Plant (Papazian),CURTIS_1_FARFLD,PG&E,CA,Merced,Los Banos,Hydro,Small,Existing,30530.0,42063.0,0.0,0.9,1.651,0.209411466,CAISO,CAISO,CAISO,Small_Hydro,Central_Valley_North_Los_Banos,1.0
,64.0,PG40048,Eagle Hydro,,PG&E,CA,El Dorado,El Dorado County,Hydro,Small,Existing,31404.0,73050.0,1.0,0.48,1.486,0.353405632,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,65.0,PG40051,Wright Ranch Hydroelectric (fka Bertha Wright Bertillion),,PG&E,CA,Sierra,Sierra County,Hydro,Small,Existing,31373.0,73050.0,1.0,0.04,0.01,0.028538813,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,66.0,PG40052,Humboldt Bay MWD,LOWGAP_7_MATHEW,PG&E,CA,Trinity,Trinity County,Hydro,Small,Existing,30416.0,73050.0,1.0,2.0,5.52,0.315068493,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,67.0,PG40058,David O. Harde,,PG&E,CA,El Dorado,El Dorado County,Hydro,Small,Existing,33926.0,73050.0,1.0,0.1,0.014,0.015981735,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,68.0,PG40059,John Neerhout Jr.,,PG&E,CA,Napa,Sonoma County,Hydro,Small,Existing,31898.0,73050.0,1.0,0.085,0.08,0.107440236,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
,69.0,PG40062,James Crane Hydro,TBLMTN_6_QF,PG&E,CA,Butte,Sacramento River Valley,Hydro,Small,Existing,33409.0,73050.0,1.0,0.0025,0.006,0.273972603,CAISO,CAISO,CAISO,Small_Hydro,Northern_California,1.0
,70.0,PG40063,Etiwanda - Metropolitan Water District (MWD),ETIWND_6_MWDETI,PG&E,CA,San Bernadino,San Bernardino - Lucerne,Hydro,Small,Existing,34698.0,73050.0,1.0,24.0,5.66,0.026921613,CAISO,CAISO,CAISO,Small_Hydro,Kramer_Inyokern,1.0
,71.0,PG4007,Browns Valley Irrigation District FiT,,PG&E,CA,Yuba,Yuba County,Hydro,Small,Existing,41011.0,44662.0,1.0,1.04,5.2,0.570776256,CAISO,CAISO,CAISO,Small_Hydro,California,1.0
,72.0,PG40076,Kekawaka Creek Hydroelectric Facility - RAM 4,KEKAWK_6_UNIT,PG&E,CA,Trinity and Humboldt,Humboldt County,Hydro,Small,Existing,42156.0,49460.0,1.0,5.5,13.26,0.275217933,CAISO,CAISO,CAISO,Small_Hydro,None,1.0
