Renewables - Planned Capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Planned Resources, CAISO LSEs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAISO LSE RPS Requirement (GWh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAISO RPS Requirement,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAISO LSE RPS Planned Resources by Technology (GWh),,State,Contract,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OOS Solar Thermal,,OOS,CAISO,Solar Thermal,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,OOS Wind,,OOS,CAISO,Wind,,,6447.996320373017,6847.996320373017,7998.208320373017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017,9044.175446773017
,,Total,,,,,,,53671.40276806401,58877.663692059454,66910.64408777948,71460.9324077355,74085.26311733549,76562.35838453549,77388.11124533549,77388.11124533549,77388.11124533549,77388.11124533549,77388.11124533549,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548,77126.53040573548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Portfolio by RESOLVE Resource (GWh),,Zone,Contract,Technology,RESOLVE CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BANC_Small_Hydro_for_CAISO,,BANC,CAISO,Small_Hydro,1.0,,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634,24.579042992063634
,,CAISO_Biomass_for_CAISO,,CAISO,CAISO,Biomass,1.0,,5826.942635999999,6172.942635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999,6264.042635999999
,,CAISO_Geothermal_for_CAISO,,CAISO,CAISO,Geothermal,1.0,,8964.579742561502,8964.579742561502,6993.579742561501,8912.579742561504,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503,9306.779742561503
,,CAISO_Small_Hydro_for_CAISO,,CAISO,CAISO,Small_Hydro,1.0,,3862.791060860931,3969.0900946763854,4035.7853046763857,4035.2853046763857,4037.208904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386,4036.938904676386
,,CAISO_Solar_for_CAISO,,CAISO,CAISO,Solar,0.2960422805205884,,12388.94914240801,15954.761552588014,24450.18233830804,25716.054251864043,28240.481017464037,31136.536284664042,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043,31862.043545464043
,,CAISO_Wind_for_CAISO,,CAISO,CAISO,Wind,0.27681092183606476,,12045.605188147958,13514.934668147958,13720.967068147955,14040.916348147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955,14689.156692147955
,,IID_Geothermal_for_CAISO,,IID,CAISO,Geothermal,1.0,,3295.7486886433335,3014.568688643333,2950.0886886433336,2950.0886886433336,2005.6286886433334,1586.9386886433333,1586.9386886433333,1586.9386886433333,1586.9386886433333,1586.9386886433333,1586.9386886433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333,1325.3578490433333
,,IID_Solar_for_CAISO,,IID,CAISO,Solar,0.2908349641226368,,0.0,0.0,59.0,59.0,59.0,59.0,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456,159.2456
,,LDWP_Wind_for_CAISO,,LDWP,CAISO,Wind,0.29326344442953917,,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001,10.137780000000001
,,NW_Biomass_for_CAISO,,NW,CAISO,Biomass,1.0,,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904,87.3904
,,NW_Geothermal_for_CAISO,,NW,CAISO,Geothermal,1.0,,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001,56.57605100000001
,,NW_Small_Hydro_for_CAISO,,NW,CAISO,Small_Hydro,1.0,,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418,23.9418
,,NW_Wind_for_CAISO,,NW,CAISO,Wind,0.32071819004637236,,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176,3782.8585403730176
,,SW_Solar_for_CAISO,,SW,CAISO,Solar,0.32350047582790287,,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047,359.9019047
,,SW_Wind_for_CAISO,,SW,CAISO,Wind,0.4387208948463423,,0.0,0.0,1150.212,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264,2196.1791264
,,Total,,,,,,,50730.0019776868,55936.26290168226,63969.24329740228,68519.5316173583,71143.8623269583,73620.9575941583,74446.71045495832,74446.71045495832,74446.71045495832,74446.71045495832,74446.71045495832,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831,74185.12961535831
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Resources Outside RESOLVE Footprint (GWh),,Zone,Contract,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Other_Wind_for_CAISO,,Other,CAISO,Wind,,,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0
,,Total,,,,,,,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0,2655.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Summary by Technology,,Zone,Contract,Technology,RESOLVE CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Biomass,,,CAISO,Biomass,,,5914.333035999999,6260.333035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999,6351.433035999999
,,Geothermal,,,CAISO,Geothermal,,,12316.904482204834,12035.724482204834,10000.244482204835,11919.244482204838,11368.984482204836,10950.294482204836,10950.294482204836,10950.294482204836,10950.294482204836,10950.294482204836,10950.294482204836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836,10688.713642604836
,,Small_Hydro,,,CAISO,Small_Hydro,,,3911.3119038529944,4017.610937668449,4084.3061476684493,4083.8061476684493,4085.7297476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494,4085.4597476684494
,,Solar,,,CAISO,Solar,,,12748.85104710801,16314.663457288014,24869.08424300804,26134.956156564043,28659.382922164037,31555.438189364042,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404,32381.19105016404
,,Wind,,,CAISO,Wind,,,18493.601508520973,19962.930988520973,21319.17538852097,22685.09179492097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097,23333.33213892097
