Load Shapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAISO TOU Impacts,High (MRW S4 x1.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Forecasts by year (scalars for profiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Annual Net Energy for Loads by Region and Category (note: flexible part of the EV load is taken out and treated separately),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16.0,18.0,9.0,1618.0,0.00013679588898144905,0.00021593576625640907,0.0001884559755039431,7.511884430263857e-05,0.0001339160878211537,0.0001416051448393275,0.00011167137448704937,0.0001367687611425821,0.00013859787946076535,0.0001472261000800503,0.00014376936832908742,,16.348229201934195,16.0,18.0,9.0,0.0,-162.53283444966877,-396.12909842928735,-594.1936476439311,-594.1936476439311,,,,,,,,,,,,,
,,16.0,19.0,9.0,1619.0,0.00014226202366404418,0.0002494365142608966,0.000206313270794698,8.223090871361304e-05,0.0001375601274968211,0.00014087743937592638,0.00011635434180993774,0.0001350965936397757,0.00014152905307108674,0.0001425826052723307,0.0001457415132993081,,16.348229201934195,16.0,19.0,9.0,0.0,-162.5372326967102,-406.73974067721525,-610.1096110158229,-610.1096110158229,,,,,,,,,,,,,
,,16.0,20.0,9.0,1620.0,0.00013984753472449295,0.0002564258927772283,0.00020075570340110665,8.128549368962754e-05,0.0001367024238738969,0.00013387176874622486,0.00011453474306364037,0.00012731010931149028,0.0001371989102376574,0.0001343882026704726,0.0001404660255039678,,16.348229201934195,16.0,20.0,9.0,0.0,-162.52942498439003,-385.0011785697002,-577.5017678545503,-577.5017678545503,,,,,,,,,,,,,
,,16.0,21.0,9.0,1621.0,0.00013138843979391244,0.00024842205843937426,0.00018307692140379908,7.906399964856844e-05,0.00013022679061197237,0.00012353156713677075,0.0001071083807078729,0.00011796778217624587,0.000127772522377192,0.00012045771824731387,0.0001298164426647761,,16.348229201934195,16.0,21.0,9.0,0.0,-63.341579267196906,-142.85575112771443,-214.28362669157164,-214.28362669157164,,,,,,,,,,,,,
,,16.0,22.0,9.0,1622.0,0.00011795784506765875,0.00023397229555817295,0.00016828928175335382,7.987575173409265e-05,0.00011936998562866804,0.00010839586719149875,9.809036933886073e-05,0.00010710596370149477,0.0001152151081602469,0.00010352261953680715,0.00011532117713365414,,16.348229201934195,16.0,22.0,9.0,0.0,-6.577547893966188,-12.67063359847366,-19.005950397710492,-19.005950397710492,,,,,,,,,,,,,
,,16.0,23.0,9.0,1623.0,0.00010667765455319289,0.0002169632994327906,0.00015220459411792548,8.170290793646368e-05,0.00010982049124144885,9.82840708829827e-05,9.07999769993001e-05,9.734922983729399e-05,0.0001038235016292251,9.068472212722947e-05,0.00010294596744551939,,16.348229201934195,16.0,23.0,9.0,0.0,26.26406764145193,89.41242650686101,134.1186397602915,134.1186397602915,,,,,,,,,,,,,
,,16.0,24.0,9.0,1624.0,9.876349636244164e-05,0.00018062340497088745,0.0001223146432393932,8.293509615324425e-05,0.00011030652030081153,9.407322127513051e-05,8.611700967641173e-05,9.116221007691033e-05,9.542968629057745e-05,8.112458575839505e-05,9.446574407357047e-05,,16.348229201934195,16.0,24.0,9.0,0.0,24.879947711396483,99.96610634095072,149.94915951142607,149.94915951142607,,,,,,,,,,,,,
,,17.0,1.0,11.0,1701.0,9.07151998972709e-05,0.0001386429276518904,9.017363828711598e-05,0.00016419596711017716,9.595880073285912e-05,8.024992950842154e-05,0.00010622857472065221,8.465529740294631e-05,8.976719181609291e-05,6.855983510221265e-05,8.978189976929636e-05,,19.042414294328374,17.0,1.0,11.0,0.0,9.156881672003655,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,2.0,11.0,1702.0,8.725694750989284e-05,0.00010319095837584375,6.676470947381222e-05,0.00017265789254086614,9.422673635687566e-05,7.815523500171466e-05,0.00010424101301315817,8.380467306456219e-05,8.530381381855805e-05,6.71941013352363e-05,8.623203882289913e-05,,19.042414294328374,17.0,2.0,11.0,0.0,8.839103418479514,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,3.0,11.0,1703.0,8.552991722674162e-05,7.132855295192583e-05,4.810108129581032e-05,0.00018168276418629206,9.345236420459831e-05,7.694187133803662e-05,0.00010351317351463923,8.400097098880468e-05,8.280565449157959e-05,6.582836756825995e-05,8.450641197395604e-05,,19.042414294328374,17.0,3.0,11.0,0.0,8.676357080022171,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,4.0,11.0,1704.0,8.515265332993673e-05,4.8088613875037145e-05,3.342942476801452e-05,0.0001894207028125268,9.397207847793e-05,7.7720176754216e-05,0.00010477289572361432,8.630565402528131e-05,8.153992043257717e-05,6.63746610750505e-05,8.485153734374466e-05,,19.042414294328374,17.0,4.0,11.0,0.0,8.708462729134247,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,5.0,11.0,1705.0,8.770547236498308e-05,3.006653938683633e-05,2.2635809566406347e-05,0.00019538543722382075,9.773329192708963e-05,8.323991214558861e-05,0.00010976379514202994,9.2681701416417e-05,8.317205119286976e-05,6.71941013352363e-05,8.850000553865292e-05,,19.042414294328374,17.0,5.0,11.0,0.0,9.145184229362885,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,6.0,11.0,1706.0,9.563639784003677e-05,1.8182114782839032e-05,2.1955643607517195e-05,0.00020372071073016567,0.00010487275202333914,9.378535998709398e-05,0.00012114528532216683,0.00010096256570205389,9.043336763662051e-05,7.511535718369912e-05,9.727605065613493e-05,,19.042414294328374,17.0,6.0,11.0,0.0,10.259557083032913,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,7.0,11.0,1707.0,0.00010850528854215873,1.054788152496249e-05,3.9048271408238124e-05,0.00020064039857480747,0.00010978271788552277,0.00010318873309196398,0.00013486625960468603,0.00010497576770878923,0.00010202482691380059,8.330975978555721e-05,0.00011167270893874588,,19.042414294328374,17.0,7.0,11.0,0.0,10.969964955200963,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,8.0,11.0,1708.0,0.00011474271830266607,1.5092968073433854e-05,8.290179158679802e-05,0.0001850434046846639,0.00011317957364528603,0.00011288815664276704,0.00014051301439539345,0.00010265654408533167,0.00010945268731268323,8.904584160685787e-05,0.00011763844747366343,,19.042414294328374,17.0,8.0,11.0,0.0,11.144583728764161,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,9.0,11.0,1709.0,0.00011618051293160022,3.01776884003052e-05,0.00013094505773366593,0.0001598109256797427,0.00011536037460990917,0.0001181809344022692,0.0001379735743868246,0.00010182773062741893,0.0001155481960705107,9.259674940099637e-05,0.0001166523749885531,,19.042414294328374,17.0,9.0,11.0,0.0,3.674100404838835,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,10.0,11.0,1710.0,0.00011790754321475145,3.4028756835453805e-05,0.0001299128047345879,0.00013536344269766054,0.00011691544969702612,0.00012090104071197256,0.00013473028958847918,0.00010051907779913567,0.00012024473560523021,9.532821693494906e-05,0.00011699750035834172,,19.042414294328374,17.0,10.0,11.0,0.0,3.7089092492120552,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,11.0,11.0,1711.0,0.00011849858998641242,4.044269772666899e-05,0.00010801160840325924,0.00011682177119649688,0.00011752915252638953,0.0001222744357910392,0.00013177094217691867,9.911591115547639e-05,0.00012317590921555162,9.833283122229703e-05,0.00011625794599450896,,19.042414294328374,17.0,11.0,11.0,0.0,3.6818936475154094,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,12.0,11.0,1712.0,0.00011812551791068317,5.031831138130548e-05,9.48836404084589e-05,0.00010771936671771005,0.0001176697244742462,0.00012323653454375264,0.00012842767942548,9.806898889284978e-05,0.00012474142239379146,9.833283122229703e-05,0.00011517326626088758,,19.042414294328374,17.0,12.0,11.0,0.0,3.656462182444232,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,13.0,11.0,1713.0,0.00011742967561213192,7.265482461049934e-05,0.00010224909793384676,0.00010265174698661018,0.00011391651159773864,0.00012247358608195633,0.00012674005157726573,9.749463570710324e-05,0.00012440833448352766,9.94254182358781e-05,0.00011398997927875518,,19.042414294328374,17.0,13.0,11.0,0.0,3.5795593309294267,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,14.0,11.0,1714.0,0.00011734583919061973,8.80753897762624e-05,0.00011472081186631068,0.00010048627720986123,0.0001117747599954726,0.0001227285505410416,0.00012472849516102934,9.657857872730495e-05,0.00012467480481173868,9.997171174266865e-05,0.00011477883726684345,,19.042414294328374,17.0,14.0,11.0,0.0,3.6126933855371957,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,15.0,11.0,1715.0,0.00011718654998974656,0.00010110869996791936,0.00012021108595478085,0.0001002238682433011,0.00011109778041331779,0.0001218823075513062,0.00012392067330003575,9.550257529071648e-05,0.00012330914437965715,9.805968446890175e-05,0.00011132758356895726,,19.042414294328374,17.0,15.0,11.0,0.0,-11.534230080878274,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,16.0,11.0,1716.0,0.0001160882928679368,0.00013532545440800875,0.00014235468893694569,0.00010515169604689606,0.00011116568630580176,0.00011901643726045746,0.00012640012653674865,9.786542067511682e-05,0.0001229094388873406,9.751339096211122e-05,0.0001102429038353359,,19.042414294328374,17.0,16.0,11.0,0.0,-11.555682411029691,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,17.0,11.0,1717.0,0.00011870818104019292,0.00016883434812508074,0.00015972345022850976,0.00011557196808200466,0.00011729630374233728,0.00012206650869963693,0.00013587003825374236,0.00010700417959262829,0.0001251744366771344,0.00010051800524945918,0.00011418719377577724,,19.042414294328374,17.0,17.0,11.0,0.0,-12.873761889835011,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,18.0,11.0,1718.0,0.0001324950805578734,0.0002119181103463612,0.0001860031217022808,0.0001233379939169601,0.000122808383585788,0.00012300506127547388,0.00014384827891058465,0.00011298036084178854,0.00013453420695554706,0.00010980499486489836,0.00012952062091924302,,19.042414294328374,17.0,18.0,11.0,0.0,-13.537613591826087,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,19.0,11.0,1719.0,0.00013358076221645635,0.00024312843362195245,0.00020300999704769103,0.00013368590146425814,0.00011882980440239374,0.0001210763074621044,0.0001445921148815985,0.00011218789885132811,0.00013276884103114893,0.00010816611434452673,0.00013164067676223025,,19.042414294328374,17.0,19.0,11.0,0.0,-13.53930615760709,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,20.0,11.0,1720.0,0.00013250346420002465,0.000250225662053128,0.000198357040275804,0.00013742388420527046,0.00011568291235505734,0.00011762757630128773,0.00014262054964659938,0.00010986140493438008,0.00012897163885414165,0.00010625408707075984,0.00012873176293115476,,19.042414294328374,17.0,20.0,11.0,0.0,-13.536968245375464,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,21.0,11.0,1721.0,0.00012815654574461731,0.00024368230806636525,0.0001830803694639995,0.00013926862551593956,0.00011163915535655476,0.0001120656674382168,0.0001381975250017535,0.00010495395682831784,0.0001258073037066356,0.00010079115200285445,0.00012537911648177958,,19.042414294328374,17.0,21.0,11.0,0.0,1.746007103479267,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,22.0,11.0,1722.0,0.00012013340020590024,0.00023168940433799238,0.00017004918771715136,0.00014516359038630445,0.00010490877242526064,0.00010326730306064376,0.00012957542632699063,9.71529319130515e-05,0.00011834613451672658,9.39624831679727e-05,0.00011808218009196308,,19.042414294328374,17.0,22.0,11.0,0.0,3.551493988744225,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,23.0,11.0,1723.0,0.0001098215203599002,0.00021524798922141307,0.0001539833922441236,0.00015242430816022096,9.793981007993911e-05,9.223825075790211e-05,0.00011915772361467278,8.905382496467618e-05,0.00010778724776136426,8.030514549820925e-05,0.00010718607913149384,,19.042414294328374,17.0,23.0,11.0,0.0,10.340050207895285,0.0,0.0,0.0,,,,,,,,,,,,,
,,17.0,24.0,11.0,1724.0,9.904434837450751e-05,0.00018049963775546116,0.00012511021818749067,0.0001601389953625276,9.807940765113748e-05,8.54100826868569e-05,0.00011101951823288129,8.440083713078012e-05,9.769468408037125e-05,7.34764766633275e-05,9.727605065613493e-05,,19.042414294328374,17.0,24.0,11.0,0.0,9.138425884209555,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,1.0,1.0,1801.0,8.845628835850302e-05,0.00013825400786444256,8.72853676855158e-05,0.00018458684293665666,9.373015813680179e-05,8.981084996908648e-05,0.0001098279921339753,8.517276264781868e-05,9.277014260206268e-05,6.275180955703371e-05,9.100656660992132e-05,,0.6642082331954519,18.0,1.0,1.0,0.0,9.1944391286648,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,2.0,1.0,1802.0,8.541416304593678e-05,0.00010306647143687304,6.641178900151783e-05,0.0001896447547610718,9.175575547549827e-05,8.751105795425902e-05,0.00010890075742402436,8.426931250040082e-05,8.933784345716608e-05,6.030693386000642e-05,8.853221732743299e-05,,0.6642082331954519,18.0,2.0,1.0,0.0,8.941140502021451,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,3.0,1.0,1803.0,8.436240897781815e-05,7.108613448279196e-05,4.777877690793642e-05,0.00019367775152557903,9.078151251950922e-05,8.581348127996395e-05,0.0001095478488811816,8.454034754462619e-05,8.789954667263796e-05,6.356676812270946e-05,8.838375637048367e-05,,0.6642082331954519,18.0,3.0,1.0,0.0,8.899032797106473,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,4.0,1.0,1804.0,8.419898902301088e-05,4.782813923176933e-05,3.312931419598446e-05,0.0001967516001507922,9.144658169195385e-05,8.669060000542172e-05,0.00011188369121433458,8.691943293282655e-05,8.708233259051973e-05,6.411007383315998e-05,8.927452211217947e-05,,0.6642082331954519,18.0,4.0,1.0,0.0,9.003308550781046,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,5.0,1.0,1805.0,8.739615377988145e-05,2.983281465149179e-05,2.2439314367411036e-05,0.00019881351736166845,9.455099335932055e-05,9.073712857769868e-05,0.00011750233898867555,9.388352781917255e-05,8.799761236249215e-05,6.736990809586302e-05,9.367886383500873e-05,,0.6642082331954519,18.0,5.0,1.0,0.0,9.45266579039179,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,6.0,1.0,1806.0,9.499727680604557e-05,1.798206921452678e-05,2.19120203432633e-05,0.00020515228206095714,0.00010087605004107728,0.00010087571099087141,0.00012862126414885311,0.00010461199831975963,9.31297167981947e-05,7.253131234514286e-05,0.00010209165139546911,,0.6642082331954519,18.0,6.0,1.0,0.0,10.314314760479455,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,7.0,1.0,1807.0,0.0001069395042727312,1.0474195987116625e-05,3.9358963101840546e-05,0.00022308588204745266,0.00010764919867250316,0.00011046649676925602,0.0001413658093111574,0.00010731482001078472,0.00010443995969471116,8.122420371235098e-05,0.00011758107790384615,,0.6642082331954519,18.0,7.0,1.0,0.0,10.825646426317613,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,8.0,1.0,1808.0,0.00011556723983550513,1.5064260319984705e-05,8.374112393631136e-05,0.0002228772708150275,0.00011022344700502224,0.00011788302691877595,0.00014773808189230954,0.00010507878089592552,0.0001134293145980118,8.448403797505404e-05,0.00012673617024905302,,0.6642082331954519,18.0,8.0,1.0,0.0,11.185827128825778,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,9.0,1.0,1809.0,0.00011873507280561543,3.0289518737434227e-05,0.00013244802915067107,0.00020470545648436142,0.00011255995545170398,0.00012157978934618968,0.00014864558820417643,0.00010405487072885195,0.00011764613926174194,8.692891367208132e-05,0.00012668668326340325,,0.6642082331954519,18.0,9.0,1.0,0.0,3.6206758941377606,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,10.0,1.0,1810.0,0.00012107742549118639,3.402034177511004e-05,0.00013118622535911875,0.00017613045442402915,0.00011411420275477293,0.00012348510410421326,0.00014703969660013376,0.00010358055940145756,0.0001214707011660553,8.801552509298234e-05,0.00012520207369391025,,0.6642082331954519,18.0,10.0,1.0,0.0,3.665919213998727,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,11.0,1.0,1811.0,0.00012199509139125802,4.0383048992217926e-05,0.00010869281628161481,0.0001483113705225113,0.00011458671562156964,0.00012387187168445425,0.00014500767159747533,0.00010260182174175489,0.0001237915891592711,9.046040079000962e-05,0.00012366797713876746,,0.6642082331954519,18.0,11.0,1.0,0.0,3.6673924095634436,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,12.0,1.0,1812.0,0.00012121570391448486,5.022204561439377e-05,9.519142569512869e-05,0.00012795355625253206,0.00011443299365170537,0.00012421720630472396,0.0001419260958167448,0.00010144992280379712,0.0001234647035264238,9.018874793478438e-05,0.0001218369586697261,,0.6642082331954519,18.0,12.0,1.0,0.0,3.629478654981654,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,13.0,1.0,1813.0,0.00011978682687373406,7.25017571862672e-05,0.0001022760797162555,0.00011901128739971608,0.00011351486489214667,0.00012314293940460838,0.00013948766581355467,0.00010080997894937614,0.00012290899795058339,9.018874793478438e-05,0.00012045132307153262,,0.6642082331954519,18.0,13.0,1.0,0.0,3.578162413369245,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,14.0,1.0,1814.0,0.00011873088255036395,8.765956291565086e-05,0.00011460065485773516,0.00011590420465838199,0.0001081854629753953,0.000123277101011381,0.00013714393212116806,9.907836616682523e-05,0.00012261480088102085,8.910213651388334e-05,0.00011866979158814101,,0.6642082331954519,18.0,14.0,1.0,0.0,3.5564985330385754,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,15.0,1.0,1815.0,0.00011715953683106321,0.00010070045159874518,0.00012003601347879688,0.00011775857576996847,0.00010618532951379865,0.00012145752965595726,0.0001367690925575709,9.839324980503337e-05,0.000121143815533208,8.77438722377571e-05,0.00011594800737740383,,0.6642082331954519,18.0,15.0,1.0,0.0,-11.79644807157303,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,16.0,1.0,1816.0,0.00011587312846886233,0.00013518132044255748,0.00014229967776193975,0.00012174035532476466,0.0001059989496924877,0.00012051785787958071,0.00013798830755916593,9.953009124053418e-05,0.00012006509294481192,8.665726081685606e-05,0.0001149582676644085,,0.6642082331954519,18.0,16.0,1.0,0.0,-11.812690229426527,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,17.0,1.0,1817.0,0.00011622930016523716,0.00016897902243176013,0.00015979825218265573,0.00013566104796911514,0.0001105260184127496,0.00012365089271023066,0.00014288489596363021,0.00010586177102368767,0.00011980358443853409,8.52989965407298e-05,0.00011782851283209498,,0.6642082331954519,18.0,17.0,1.0,0.0,-13.100494555171162,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,18.0,1.0,1818.0,0.00012639066915004862,0.00021256611936411096,0.0001863987432831941,0.00013987753963345457,0.00011945669124347225,0.00012840677257528575,0.00015130497626590804,0.00011543834258631697,0.0001273219539940219,9.779502788109149e-05,0.00012935898048849068,,0.6642082331954519,18.0,18.0,1.0,0.0,-13.663165797223147,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,19.0,1.0,1819.0,0.00013369428405335846,0.00024414586598307244,0.00020354278313591793,0.00015010990311266966,0.00011606396430107664,0.00012829912589751115,0.00015201519859693428,0.00011613851645056582,0.00013183297572731459,0.00010132651499901979,0.0001357428016373106,,0.6642082331954519,18.0,19.0,1.0,0.0,-13.664804151879068,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,20.0,1.0,1820.0,0.00013221093369433857,0.00025122569926669256,0.00019874392142504635,0.00015149825186679117,0.00011351558838277889,0.00012542140857184906,0.00014965962786569724,0.00011478334122943903,0.0001306234988857796,0.00010105486214379455,0.00013475306192431525,,0.6642082331954519,18.0,20.0,1.0,0.0,-13.667153835639672,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,21.0,1.0,1821.0,0.0001283307573314786,0.0002444467839329796,0.0001830798133252575,0.00015341585961466039,0.00010990554833524315,0.00012037423874430012,0.00014479460489816745,0.00011022091798497883,0.00012804110238628596,9.779502788109149e-05,0.00013158589484273017,,0.6642082331954519,18.0,21.0,1.0,0.0,1.6958997280587813,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,22.0,1.0,1822.0,0.00012091819579163059,0.00023205761259931186,0.00016976533191653888,0.00016072521732018788,0.00010248242881021806,0.00011031571375018067,0.0001360430875080774,0.0001025114767270131,0.00012173220967233313,9.073205364523489e-05,0.00012317310728226981,,0.6642082331954519,18.0,22.0,1.0,0.0,3.5174560146931464,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,23.0,1.0,1823.0,0.00010948717946562413,0.00021552465215873202,0.00015369648932054325,0.00016962717667298407,9.567874293844617e-05,0.00010060718354798014,0.00012641168356343813,9.521611678661389e-05,0.00011306974040187978,8.17675094228015e-05,0.00011248391838192015,,0.6642082331954519,18.0,23.0,1.0,0.0,10.176163558139924,0.0,0.0,0.0,,,,,,,,,,,,,
,,18.0,24.0,1.0,1824.0,9.98956851950124e-05,0.00018051960020956214,0.00012465931900231363,0.00017718516701426595,9.542157816134349e-05,9.298742710043672e-05,0.0001186899885533361,9.107530361094871e-05,0.00010336123710631508,7.28029652003681e-05,0.00010164626852462121,,0.6642082331954519,18.0,24.0,1.0,0.0,9.465836715442896,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,1.0,4.0,1901.0,8.942423732159227e-05,0.00013813349750776857,8.639041059769604e-05,0.00011893481355596054,9.572192528871208e-05,8.188088002903613e-05,9.03836829823234e-05,8.205585963922707e-05,8.172140821182407e-05,6.655494953018727e-05,8.05648126378205e-05,,0.821529880389382,19.0,1.0,4.0,0.0,9.368542925686338,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,2.0,4.0,1902.0,8.75763347556946e-05,0.0001024191393542254,6.457660254558703e-05,0.00012871781170917986,9.454538124621751e-05,8.073966684192905e-05,9.036395458423933e-05,8.055763814475913e-05,7.848524044663585e-05,6.329511526748422e-05,7.927815101092658e-05,,0.821529880389382,19.0,2.0,4.0,0.0,9.297825123635334,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,3.0,4.0,1903.0,8.696874774423164e-05,6.982555844329595e-05,4.610279409099209e-05,0.00013963590597374962,9.422627636256008e-05,8.061154093418951e-05,9.15200387119654e-05,8.07383281742427e-05,7.727576360510083e-05,6.302346241225895e-05,7.893174211137819e-05,,0.821529880389382,19.0,3.0,4.0,0.0,9.266595271181263,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,4.0,4.0,1904.0,8.851914218727505e-05,4.64736710867767e-05,3.156873922142809e-05,0.0001541620838331902,9.543906321449107e-05,8.393298510159525e-05,9.572218750387068e-05,8.33131610943836e-05,7.864868326305949e-05,6.356676812270946e-05,8.14555783795163e-05,,0.821529880389382,19.0,4.0,4.0,0.0,9.58183970931714,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,5.0,4.0,1905.0,9.455310974938989e-05,2.861744602770018e-05,2.1417539332635425e-05,0.0001679307363806471,0.00010060131407707024,9.348849272134781e-05,0.00010533386305042587,8.949426585296744e-05,8.394423051518568e-05,6.899982522721456e-05,8.937349608347901e-05,,0.821529880389382,19.0,5.0,4.0,0.0,10.261372079025513,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,6.0,4.0,1906.0,0.00010411527223324132,1.694183225930306e-05,2.1685179369143053e-05,0.00017594254791628301,0.00010624917786107662,0.00010255022682929525,0.0001184335193782433,9.438042540025236e-05,9.407768513345187e-05,7.606279946307116e-05,0.00010238857330936771,,0.821529880389382,19.0,6.0,4.0,0.0,11.136400740282799,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,7.0,4.0,1907.0,0.00011071911450955591,1.0091031190318129e-05,4.097455990857315e-05,0.0001727118688646739,0.00011106094551250996,0.00011323495703747484,0.00012477422652246094,9.683479830073755e-05,0.00010074615204353671,8.258246798847725e-05,0.0001079311157021416,,0.821529880389382,19.0,7.0,4.0,0.0,10.740691647167655,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,8.0,4.0,1908.0,0.00011442749040710565,1.4914980002049141e-05,8.81056521537808e-05,0.00016398564898655366,0.00011391953556811533,0.0001196187447731411,0.000125488394533104,9.782859346289719e-05,0.00010653202774493385,8.448403797505404e-05,0.00011035597799898018,,0.821529880389382,19.0,8.0,4.0,0.0,11.058538820816477,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,9.0,4.0,1909.0,0.0001168787897292148,3.087103649050517e-05,0.00014026348051909772,0.00014325500928937505,0.00011519588117214806,0.00012385469931049266,0.00012497151050330156,0.0001001926213486406,0.00011195832925019898,9.344858219748742e-05,0.00011184058756847318,,0.821529880389382,19.0,9.0,4.0,0.0,3.552800054443709,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,10.0,4.0,1910.0,0.00011924209369104313,3.397658346132246e-05,0.00013780801260667886,0.00012191068086959701,0.00011277265713574053,0.00012445533139952814,0.00012331037938462353,0.00010176613035539336,0.0001157502025912276,9.9424945012443e-05,0.00011342417110926573,,0.821529880389382,19.0,10.0,4.0,0.0,3.5991068567664763,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,11.0,4.0,1911.0,0.00012023099393038973,4.0072875573072404e-05,0.00011223509724906373,0.00010685485029273035,0.00011080994080722272,0.00012390329935570594,0.0001203669023904814,0.00010242113171227131,0.0001191498131728395,0.00010540130782739861,0.00011362211905186479,,0.821529880389382,19.0,11.0,4.0,0.0,3.584755891097793,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,12.0,4.0,1912.0,0.00011944322594311361,4.972146362645288e-05,9.679190918581152e-05,9.583439981606996e-05,0.00011041925038428884,0.00012370627047142337,0.00011859529224253261,0.00010341492687443096,0.0001200324043815272,0.00010920444780055215,0.00011337468412361595,,0.821529880389382,19.0,12.0,4.0,0.0,3.5695263138344595,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,13.0,4.0,1913.0,0.0001193384695618269,7.170580658026016e-05,0.000102416384984781,9.094127063768503e-05,0.00010990603058190062,0.00012354176511204473,0.00011663823515259361,0.00010461199831975963,0.00012098037271678435,0.00011382254633938149,0.00011327571015231643,,0.821529880389382,19.0,13.0,4.0,0.0,3.555310970256975,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,14.0,4.0,1914.0,0.00011824900319644506,8.549726324047091e-05,0.00011397583841314243,8.951422284852805e-05,0.00010885408321269522,0.00012230887550738963,0.00011428661010097339,0.00010520676966680972,0.00012084961846364543,0.00011681072774685928,0.00011248391838192015,,0.821529880389382,19.0,14.0,4.0,0.0,3.503961076103994,0.0,0.0,0.0,,,,,,,,,,,,,
,,19.0,15.0,4.0,1915.0,0.00011636338833328417,9.85775600790395e-05,0.00011912563660368013,8.969222428553977e-05,0.0001080409410617072,0.00011986675935169114,0.00011237690116643613,0.00010547780471103508,0.00011954207593225625,0.00011626742203640877,0.00011124674374067598,,0.821529880389382,19.0,15.0,4.0,0.0,-11.86173951852023,0.0,0.0,0.0,,,,,,,,,,,,,
