Operating Reserve Assumptions,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2030 Load Following Reserves,,50% High Solar,,,,,,,,,,,,,,,,
,,Use REFLEX for downward reserves,,1.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Load Following Subhourly Dispatch Fraction,,0.2,,,,,,,,,,,,,,,,
,,Regulation Subhourly Dispatch Fraction,,0.2,,,,,,,,,,,,,,,,
,,Frequency Response - Total (MW),,770.0,,,,,,,,,,,,,,,,
,,Frequency Response - Partial (MW),,385.0,,,,,,,,,,,,,,,,
,,Minimum Gen Commitment (MW),,0.0,,,,,,,,,,,,,,,,
,,Thermal Frequency Response Commit Fraction,,0.08,,,,,,,,,,,,,,,,
,,Regulation Reserve Fraction of Load,,0.01,,,,,,,,,,,,,,,,
,,Spin Reserve Fraction of Load,,0.03,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,REFLEX Surfaces,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Scenario,Facet Number,Slope,Intercept,,% of LF Down Provided by Thermal,Addtl. Subhourly Curtailment,,,,,,,,,,,,
,Note: Reserve requirements are calculated by linear interpolation between 2015 and 2030. This might overestimate reserve requirements for years beyond 2030,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,Upward Reserves,,,,,,,,,Downward Reserves,,,,,,,
,,Day,Hour,2015 w/o Flex,2030 Upward Reserves,,,2015.0,2030.0,slope,intercept,,2015 w/o Flex,2030 Downward Reserves,,,2015.0,2030.0,slope,intercept
,,,,,0.33,50% High Solar,50% Diverse,w Flex,Active,,,,,0.33,50% High Solar,50% Diverse,w Flex,Active,,
,,1.0,1.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,1.0,2.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,1.0,3.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,1.0,4.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,1.0,5.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,1.0,6.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,1.0,7.0,984.6869365329726,1012.7807210320686,1064.210825738562,1026.4634744203408,984.6869365329726,1064.210825738562,5.301592613705967,-9698.02218008455,,1314.232224939564,2113.395026865005,2544.280021288661,2241.0928412848034,1314.232224939564,2544.280021288661,82.00318642327314,-163922.1884179558
,,1.0,8.0,1383.6665858702654,2946.3204075513536,3649.0160313593005,3488.259081542442,1383.6665858702654,3649.0160313593005,151.0232963659357,-302928.27559149015,,1836.1756002368772,3651.3697530554496,4434.350551781993,4182.658274271137,1836.1756002368772,4434.350551781993,173.21166343634107,-347185.32622399036
,,1.0,9.0,2261.3925418085196,4135.453796506755,4935.8607985846165,4405.577089585618,2261.3925418085196,4935.8607985846165,178.29788378507314,-357008.8432851138,,1918.7250985085936,3659.3535976762782,4680.946642638463,4025.8554119760324,1918.7250985085936,4680.946642638463,184.14810294199134,-369139.70232960396
,,1.0,10.0,1524.2860682807075,2925.972665163229,4278.897463859054,3261.9087042190804,1524.2860682807075,4278.897463859054,183.64075970522316,-368511.84473774396,,1601.952261659792,2980.802591897814,3699.416871602774,3171.6643847932833,1601.952261659792,3699.416871602774,139.8309739961988,-280157.4603406808
,,1.0,11.0,1102.7218359938724,2244.617109912877,4008.272066958022,2952.99419444206,1102.7218359938724,4008.272066958022,193.7033487309433,-389209.52585685684,,1493.7750599370863,2666.3401786258396,3280.519027916206,2803.873942192177,1493.7750599370863,3280.519027916206,119.11626453194131,-238525.49797192466
,,1.0,12.0,1103.6813668509456,2056.818844774695,3920.2898283491572,3283.668391628766,1103.6813668509456,3920.2898283491572,187.77389743321413,-377260.7219610755,,1414.9394543148342,2449.1064704284763,3055.563565286232,2584.188403892065,1414.9394543148342,3055.563565286232,109.37494073142653,-218975.56611950963
,,1.0,13.0,1119.383911957435,2049.927769103112,3916.5422407722986,3406.9033080115487,1119.383911957435,3916.5422407722986,186.47722192099093,-374632.2182588393,,1399.209433194715,2426.5710671243933,3022.528986513923,2538.087025134211,1399.209433194715,3022.528986513923,108.22130355461385,-216666.71722935222
,,1.0,14.0,1091.2933612140007,2268.5765697868082,4014.926767111702,2946.3704576898235,1091.2933612140007,4014.926767111702,194.9088937265134,-391650.1274977105,,1483.5807823456132,2682.389449093901,3292.194052670327,2822.6862410101703,1483.5807823456132,3292.194052670327,120.57421802164758,-241473.46853127427
,,1.0,15.0,1411.2449372790445,2905.102773439065,4237.580777188411,3227.958729681156,1411.2449372790445,4237.580777188411,188.4223893272911,-378259.8695572126,,1578.8115045668226,2972.4918993606707,3636.7220004508936,3149.2584668786294,1578.8115045668226,3636.7220004508936,137.19403305893806,-274867.16510919336
,,1.0,16.0,2206.1666214871975,4079.400320580813,4815.911312867465,4319.631540571774,2206.1666214871975,4815.911312867465,173.98297942535117,-348369.53692059545,,1855.829133469448,3605.1428441551875,4501.982949393918,3940.283662431277,1855.829133469448,4501.982949393918,176.41025439496468,-353610.8334723844
,,1.0,17.0,1420.1262601899632,2833.2300727006914,4078.630832073062,3331.761247526298,1420.1262601899632,4078.630832073062,177.23363812553993,-355705.654562773,,1860.300485561193,3591.844645079319,4691.651887546564,4095.7803906711165,1860.300485561193,4691.651887546564,188.75676013235804,-378484.57118114026
,,1.0,18.0,984.6902167933688,1012.4210503558671,1062.494417515616,1024.7532032456977,984.6902167933688,1062.494417515616,5.186946714816486,-9467.00741356185,,1314.2594971550968,2112.4119546469556,2541.61625441808,2237.193058556535,1314.2594971550968,2541.61625441808,81.82378381753222,-163560.66489517232
,,1.0,19.0,982.0811292898235,1545.253428799889,1545.3119023385402,1545.4648871304062,982.0811292898235,1545.3119023385402,37.54871820324778,-74678.58605025445,,983.0525489762931,1546.0267983979643,1547.7171427675503,1552.1311974328719,983.0525489762931,1547.7171427675503,37.644306252750475,-74870.22455031592
,,1.0,20.0,1047.9985011397494,1626.8968881841872,1626.9524274159758,1627.0977361297562,1047.9985011397494,1626.9524274159758,38.5969284184151,-76724.81226196667,,1048.9088749423247,1627.6314653293716,1629.237146514321,1633.4309228155255,1048.9088749423247,1629.237146514321,38.68855143813309,-76908.52227289586
,,1.0,21.0,984.3301407769329,1591.8866413878472,1591.9434020468268,1592.0919060042565,984.3301407769329,1591.9434020468268,40.507550751326264,-80638.38462314548,,985.2993431356529,1592.6373665012152,1594.2782924658468,1598.5637847316784,985.2993431356529,1594.2782924658468,40.59859662201293,-80820.87285022039
,,1.0,22.0,982.0811292898235,1534.3747998574254,1534.433687954243,1534.5877572080067,982.0811292898235,1534.433687954243,36.8235039109613,-73217.27925129721,,983.0525489762931,1535.153649829345,1536.855953313859,1541.3011131067483,983.0525489762931,1536.855953313859,36.92022695583771,-73411.2047670367
,,1.0,23.0,982.0811292898235,1383.4823808395943,1383.5476914024096,1383.7185610624647,982.0811292898235,1383.5476914024096,26.764437474172407,-52948.26038116758,,983.0525489762931,1384.3461273252576,1386.2336357527645,1391.1601607723603,983.0525489762931,1386.2336357527645,26.87873911843143,-53177.606774663036
,,1.0,24.0,982.0811292898235,1042.4300019025966,1042.5166785994322,1042.7434329698906,982.0811292898235,1042.5166785994322,4.029036620640583,-7136.4276613009515,,983.0525489762931,1043.576068628202,1046.0786316837675,1052.5984057052501,983.0525489762931,1046.0786316837675,4.201738847164961,-7483.451228061103
,,2.0,1.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,2.0,2.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,2.0,3.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,2.0,4.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,2.0,5.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,2.0,6.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,2.0,7.0,984.6865863252867,1012.6829414351704,1064.0555895416833,1026.0998964455464,984.6865863252867,1064.0555895416833,5.291266881093104,-9677.216179077317,,1314.2293123202528,2113.128314728005,2544.040100917277,2240.2696148106033,1314.2293123202528,2544.040100917277,81.98738590646828,-163890.35328921332
,,2.0,8.0,1356.0450722001879,2793.460263422244,3343.884442455441,3328.2835651696855,1356.0450722001879,3343.884442455441,132.52262468368355,-265677.0436654222,,1816.8804699868633,3570.314039067712,4244.687544922475,4093.799770094383,1816.8804699868633,4244.687544922475,161.85380499570746,-324318.53659636364
,,2.0,9.0,2270.0708242576593,4183.981023023336,5165.0614557944,4445.544181330518,2270.0708242576593,5165.0614557944,192.99937543578272,-386623.67067884456,,1936.2135898144843,3716.8786225796175,5042.6407794105935,4071.303700666011,1936.2135898144843,5042.6407794105935,207.09514597307395,-415360.50554592954
,,2.0,10.0,1514.4729489622553,2881.081205266023,4653.549722511567,3280.7956148294506,1514.4729489622553,4653.549722511567,209.27178490328745,-420168.173631162,,1599.8887068443667,3052.2093643115013,4226.697047669461,3232.504485657839,1599.8887068443667,4226.697047669461,175.12055605500632,-351268.03174399334
,,2.0,11.0,1084.0829735190653,2292.039329029215,4254.898606146266,3336.8133050915094,1084.0829735190653,4254.898606146266,211.38770884181335,-424862.1503427348,,1472.5047674797236,2662.4728477511712,3624.3068203144785,2808.7362832661547,1472.5047674797236,3624.3068203144785,143.45347018898366,-287586.23766332236
,,2.0,12.0,1233.9297745444533,2390.5750945543145,4084.1424049720254,4556.724179425848,1233.9297745444533,4084.1424049720254,190.01417536183814,-381644.63357955945,,1373.8386100849136,2296.123285883671,3330.0939307922654,2477.4947340923322,1373.8386100849136,3330.0939307922654,130.41702138049013,-261416.45947160266
,,2.0,13.0,1245.4030760885375,2386.3814135501243,4127.562852511746,4354.8001807537685,1245.4030760885375,4127.562852511746,192.1439850948806,-385924.72689009586,,1365.5721564680898,2302.764276921635,3419.1066629758384,2523.3197122155643,1365.5721564680898,3419.1066629758384,136.90230043384992,-274492.5632177395
,,2.0,14.0,1086.3277332308558,2276.169371605559,4305.294091936948,3298.504260184179,1086.3277332308558,4305.294091936948,214.5977572470728,-431328.1531196208,,1439.6242675956285,2612.0934792807097,3699.367262436627,2827.056493294729,1439.6242675956285,3699.367262436627,150.64953298939986,-302119.1847060451
,,2.0,15.0,1260.8022039846958,2657.3155116894463,4488.792743666885,3197.4469590064873,1260.8022039846958,4488.792743666885,215.19936931214593,-432365.92695998936,,1547.533524837125,2957.6462594887466,3977.6748019065203,3167.7999389388215,1547.533524837125,3977.6748019065203,162.00941847129303,-324901.4446948183
,,2.0,16.0,2076.3313497166287,3910.114399291791,5006.3274355712565,4281.336624987326,2076.3313497166287,5006.3274355712565,195.33307239030853,-391519.80951675505,,1773.0146887333137,3532.9859991190683,4739.541825850867,3931.2557901598616,1773.0146887333137,4739.541825850867,197.7684758078369,-396730.464064058
,,2.0,17.0,1480.7676497392788,3164.615694625973,3790.365271668517,3475.446906444537,1480.7676497392788,3790.365271668517,153.97317479528255,-308775.17956275505,,1897.3179097980947,3816.1718254098323,4551.480356233918,4216.224968760891,1897.3179097980947,4551.480356233918,176.9441630957216,-354645.1707280809
,,2.0,18.0,984.7681996822914,1527.092394025105,1560.9615839199337,1535.3679368689602,984.7681996822914,1560.9615839199337,38.41289228250948,-76417.20974957431,,1314.9030458473512,2403.3681886420304,2788.080175028666,2513.7669340066177,1314.9030458473512,2788.080175028666,98.21180861208765,-196581.89130750927
,,2.0,19.0,1391.8421356470624,1763.6911039489307,1763.7423356147979,1763.8763755671155,1391.8421356470624,1763.7423356147979,24.793346664515703,-48566.75139335208,,1392.5277376426611,1764.3687291196939,1765.8500799748924,1769.7201487735808,1392.5277376426611,1765.8500799748924,24.88815615548209,-48757.10691565375
,,2.0,20.0,1446.9017752355019,1781.7524258117846,1781.8031381658086,1781.9358195573052,1446.9017752355019,1781.8031381658086,22.326757528687118,-43541.514645069044,,1447.5612998147121,1782.4231846093746,1783.8895430168639,1787.7205602981599,1447.5612998147121,1783.8895430168639,22.42188288014345,-43732.53270367434
,,2.0,21.0,1379.452041780878,1761.3768827831254,1761.4281817588092,1761.5623977986093,1379.452041780878,1761.4281817588092,25.46507599852874,-49932.67609525453,,1380.1437987090496,1762.055397923018,1763.538691949098,1767.4138219526822,1380.1437987090496,1763.538691949098,25.55965954933655,-50122.570193204105
,,2.0,22.0,1247.2152288827947,1719.838851347157,1719.8913892727219,1720.0288464843532,1247.2152288827947,1719.8913892727219,31.51174402599515,-62248.94898349743,,1247.9802869832417,1720.5337476347142,1722.052806798283,1726.0210802390845,1247.9802869832417,1722.052806798283,31.60483465433608,-62435.761541503955
,,2.0,23.0,982.0811292898235,1602.4102967186225,1602.4666846213086,1602.614213454083,982.0811292898235,1602.4666846213086,41.35903702209901,-82356.37847023968,,983.0525489762931,1603.1560938276439,1604.786264219818,1609.0437700250577,983.0525489762931,1604.786264219818,41.44891434956832,-82536.50986540387
,,2.0,24.0,982.0811292898235,1325.8115199283427,1325.8796712620822,1326.0579717757018,982.0811292898235,1325.8796712620822,22.919902798150577,-45201.52300898359,,983.0525489762931,1326.712813129333,1328.6821972064797,1333.8213078224871,983.0525489762931,1328.6821972064797,23.04197654867911,-45446.53019661211
,,3.0,1.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,3.0,2.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,3.0,3.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,3.0,4.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,3.0,5.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,3.0,6.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,3.0,7.0,984.693686392155,1029.94186170109,1123.9714681394648,1073.599607898238,984.693686392155,1123.9714681394648,9.285185449820657,-17724.95499499647,,1314.2883255348008,2155.2667841674156,2625.8972581425965,2330.4291640252773,1314.2883255348008,2625.8972581425965,87.44059550718637,-174878.51162144574
,,3.0,8.0,1474.2058202635337,3253.0319159107717,4127.892964437056,3841.2215582087497,1474.2058202635337,4127.892964437056,176.91247627823483,-355004.43388037966,,1893.489834059241,3800.224501430808,4720.890039733115,4360.658623063174,1893.489834059241,4720.890039733115,188.49334704492495,-377920.6044614645
,,3.0,9.0,2252.039406497322,4203.173081023524,5059.979580103326,4491.971104871899,2252.039406497322,5059.979580103326,187.1960115737336,-374947.9239145759,,1904.3730797791702,3740.435892756292,4830.94794798397,4120.713808135732,1904.3730797791702,4830.94794798397,195.1049912136533,-391232.1842157322
,,3.0,10.0,1490.9168291054207,3012.7299696405466,4478.44526932187,3395.87303518734,1490.9168291054207,4478.44526932187,199.16856268109663,-399833.7369733043,,1594.989368484206,3129.852321328625,3951.824750595873,3325.0023812109966,1594.989368484206,3951.824750595873,157.12235880744447,-315006.5636285164
,,3.0,11.0,1154.9186834093357,2489.2970215363835,4253.675127261036,3151.838073264268,1154.9186834093357,4253.675127261036,206.5837629234467,-415111.3636073357,,1530.8114791192988,2878.180222702005,3611.857366040142,3078.38913559337,1530.8114791192988,3611.857366040142,138.73639246138956,-278023.01933058066
,,3.0,12.0,1328.8828124966146,2378.642869021969,4073.480651907947,4207.481212980115,1328.8828124966146,4073.480651907947,182.97318929408883,-367362.09361509234,,1399.7910415034385,2412.947133815675,3241.1724927269415,2597.7228496135217,1399.7910415034385,3241.1724927269415,122.7587634149002,-245959.11723952048
,,3.0,13.0,1310.4530692181934,2337.209288036781,4183.4721288658075,3657.8782246699775,1310.4530692181934,4183.4721288658075,191.53460397650758,-384631.7739434446,,1396.7934791916416,2492.3208073893998,3505.095086042655,2741.861493062701,1396.7934791916416,3505.095086042655,140.55344045673422,-281818.3890411278
,,3.0,14.0,1165.7869592294667,2309.0965682938313,4320.620207069035,3403.115412687041,1165.7869592294667,4320.620207069035,210.3222165226379,-422633.4793338859,,1448.3698666007856,2608.9667331274736,3715.592564246172,2822.099989976985,1448.3698666007856,3715.592564246172,151.14817984302573,-303115.212517096
,,3.0,15.0,1205.6551868417791,2605.709928262618,4491.012539135425,3162.4515464441306,1205.6551868417791,4491.012539135425,219.02382348624303,-440127.3491379379,,1549.0704604645125,2946.09285670945,3972.5529755179195,3128.542442167925,1549.0704604645125,3972.5529755179195,161.56550100356046,-324005.41406170983
,,3.0,16.0,1897.8544841636412,3704.3268231673987,4933.812171208569,4018.8713423387494,1897.8544841636412,4933.812171208569,202.39717913632853,-405932.4614755383,,1699.9213738213682,3426.489216449249,4627.8484543870345,3733.698160070611,1699.9213738213682,4627.8484543870345,195.19513870437777,-391618.2831154998
,,3.0,17.0,1919.854970271979,3899.1133463098595,5017.571032075105,4389.769123793567,1919.854970271979,5017.571032075105,206.5144041202084,-414206.669331948,,2066.595274622926,4129.347510821834,5224.802704393239,4647.510453915752,2066.595274622926,5224.802704393239,210.54716198468753,-422185.9361245225
,,3.0,18.0,987.7574944491005,1601.4689590846383,1790.1232080550913,1651.096055542262,987.7574944491005,1790.1232080550913,53.491047573732715,-106796.70336662231,,1335.0066743286914,2527.579537606691,3081.4435191124317,2705.9960393092356,1335.0066743286914,3081.4435191124317,116.42912298558268,-233269.6761416204
,,3.0,19.0,1234.3784068692203,1711.967755945719,1712.020535416899,1712.1586245243186,1234.3784068692203,1712.020535416899,31.842808569845253,-62928.88086136897,,1235.1514161780356,1712.6658458510426,1714.191877298617,1718.1783062954812,1235.1514161780356,1714.191877298617,31.936030741372104,-63115.95052768676
,,3.0,20.0,1461.3813713279021,1785.7233647248402,1785.7739643122668,1785.906350696864,1461.3813713279021,1785.7739643122668,21.626172865624312,-42115.35695290509,,1462.0343641672148,1786.3926325058135,1787.8557352658352,1791.67827194248,1462.0343641672148,1787.8557352658352,21.721424739908027,-42306.63648674746
,,3.0,21.0,1416.9696790399025,1773.0744580600424,1773.1254186086944,1773.25874929749,1416.9696790399025,1773.1254186086944,23.74371597125279,-46426.61800303447,,1417.6431288797814,1773.7484985114882,1775.222022346402,1779.0717041905593,1417.6431288797814,1775.222022346402,23.8385928977747,-46617.121560136235
,,3.0,22.0,1298.5080233590027,1735.8307203212248,1735.8827742397373,1736.018965261062,1298.5080233590027,1735.8827742397373,29.158316725382306,-57455.50017828635,,1299.2428780906657,1736.5192172152165,1738.0243048961192,1741.9561947527527,1299.2428780906657,1738.0243048961192,29.252095120363567,-57643.72878944192
,,3.0,23.0,1047.5457643290117,1636.5400219804476,1636.5952339644364,1636.7396865961764,1047.5457643290117,1636.5952339644364,39.26996464236164,-78081.4329900297,,1048.4565312426002,1637.2702726460923,1638.8665102266564,1643.0357081848072,1048.4565312426002,1638.8665102266564,39.36066526560374,-78263.28397894894
,,3.0,24.0,982.0811292898235,1363.1492007455931,1363.2154854551404,1363.3889032952172,982.0811292898235,1363.2154854551404,25.408957077687795,-50216.96738225108,,983.0525489762931,1364.0258229374529,1365.941411002714,1370.9408587973212,983.0525489762931,1365.941411002714,25.525924135094723,-50451.68458323957
,,4.0,1.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,4.0,2.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,4.0,3.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,4.0,4.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,4.0,5.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,4.0,6.0,982.0811292898235,982.0899081455257,982.1819098174389,982.4225902413241,982.0811292898235,982.1819098174389,0.006718701841024691,968.5429450801587,,983.0525489762931,983.3063051908764,985.9618565035986,992.8764689063157,983.0525489762931,985.9618565035986,0.1939538351536991,592.2355711415894
,,4.0,7.0,984.8626515719335,1101.3477141855356,1526.309595065169,1234.4083349932282,984.8626515719335,1526.309595065169,36.09646289954904,-71749.51009101937,,1315.6705492477834,2280.627756082956,3002.4103673294976,2540.793623717118,1315.6705492477834,3002.4103673294976,112.44932120544762,-225269.71167972917
,,4.0,8.0,1484.9316211583975,3321.942743641996,5054.57270007461,4070.1700839566984,1484.9316211583975,5054.57270007461,237.97607192774748,-478036.8533132528,,1899.7255076117976,3841.1246550745564,5159.036271113347,4467.471083910592,1899.7255076117976,5159.036271113347,217.2873842334366,-435934.3537227629
,,4.0,9.0,2258.686512122399,4237.673213916439,4729.276317500388,4424.952211155757,2258.686512122399,4729.276317500388,164.70598702519928,-329623.87734365417,,1914.2479124519332,3776.0886066360763,4336.342814762403,4056.380806475637,1914.2479124519332,4336.342814762403,161.47299348736462,-323453.8339645878
