Baseline Costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: costs on this tab are not included in RESOLVE's optimization. They reflect additional electric sector costs that are additive to costs included in the RESOLVE objective function.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BTM PV,CEC 2016 IEPR - Mid PV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Energy Efficiency,CEC 2016 IEPR - Mid AAEE + AB802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Existing DR,Mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Demand Response,,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686,-38.45573752130686
,,Storage Mandate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baseline Costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baseline Distribution Revenue Requirement (Incl. GRC Revenues),,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Inflation,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Distribution Escalation (real),,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015 Distribution Revenue Requirement (2015 $000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PG&E,,4229212.534943897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCE,,4116113.6302172174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SDG&E,,1149673.5190037645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,,9494999.684164878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baseline Distribution Costs (2016 $MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IOUs Only,,9684.899677848176,9878.597671405138,10076.169624833241,10277.693017329906,10483.246877676504,10692.911815230034,10906.770051534635,11124.905452565325,11347.403561616633,11574.351632848968,11805.838665505946,12041.955438816063,12282.794547592386,12528.450438544232,12779.019447315119,13034.599836261417,13295.29183298665,13561.197669646383,13832.421623039309,14109.070055500093,14391.251456610098,14679.076485742298,14972.658015457146,15272.111175766286,15577.55339928161,15889.104467267245,16206.88655661259,16531.02428774484,16861.64477349974,17198.877668969733,17542.855222349128,17893.712326796107,18251.586573332035,18616.618304798674,18988.950670894646,19368.729684312537
,,Gross-Up for Other CAISO Loads,,1936.9799355696352,1975.7195342810276,2015.2339249666484,2055.5386034659814,2096.649375535301,2138.582363046007,2181.354010306927,2224.981090513065,2269.4807123233268,2314.8703265697936,2361.1677331011892,2408.391087763213,2456.5589095184773,2505.6900877088465,2555.803889463024,2606.9199672522836,2659.05836659733,2712.2395339292766,2766.4843246078617,2821.814011100019,2878.2502913220196,2935.8152971484596,2994.531603091429,3054.422235153257,3115.5106798563224,3177.820893453449,3241.377311322518,3306.204857548968,3372.3289546999476,3439.775533793947,3508.5710444698257,3578.7424653592216,3650.317314666407,3723.323660959735,3797.7901341789293,3873.7459368625077
,,Total,,11621.879613417812,11854.317205686166,12091.403549799888,12333.231620795887,12579.896253211804,12831.494178276042,13088.124061841561,13349.88654307839,13616.884273939959,13889.22195941876,14167.006398607135,14450.346526579277,14739.353457110863,15034.140526253079,15334.823336778143,15641.5198035137,15954.35019958398,16273.437203575659,16598.90594764717,16930.884066600112,17269.501747932118,17614.891782890758,17967.189618548575,18326.533410919543,18693.064079137934,19066.925360720696,19448.263867935108,19837.229145293808,20233.973728199686,20638.65320276368,21051.426266818955,21472.454792155328,21901.903887998444,22339.941965758408,22786.740805073576,23242.475621175043
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baseline Transmission Revenue Requirement,,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Inflation,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Transmission Escalation (real),,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015 Transmissino Revenue Requirement (2015 $000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PG&E,,1610878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCE,,910155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SDG&E,,428832.33934265975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,,2949865.33934266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baseline Transmission Costs (2016 $MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IOUs Only,,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513,3008.862646129513
,,Gross-Up for Other CAISO Loads,,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026,601.7725292259026
,,Total,,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154,3610.6351753554154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baseline Utility-Owned Generation Revenue Requirement,,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Inflation,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UOG Escalation (real),,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2015 UOG Requirement (2015 $000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PG&E,,1861392.6875940599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCE,,1284270.3760306435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SDG&E,,263521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,,3409184.0636247033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baseline UOG Costs (2016 $MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IOUs Only,,3477.3677448971976,3512.1414223461697,3547.262836569631,3582.735464935327,3618.5628195846807,3654.7484477805274,3691.295932258333,3728.2088915809154,3765.4909804967256,3803.1458903016933,3841.17734920471,3879.5891226967565,3918.3850139237243,3957.5688640629614,3997.144552703592,4037.1159982306267,4077.487158212934,4118.262029795063,4159.444650093014,4201.039096593943,4243.049487559884,4285.479982435481,4328.334782259838,4371.618130082435,4415.334311383261,4459.487654497094,4504.082531042064,4549.123356352484,4594.614589916009,4640.560735815169,4686.9663431733225,4733.836006605054,4781.1743666711045,4828.986110337816,4877.275971441194,4926.048731155606
,,Gross-Up for Other CAISO Loads,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,Total,,3477.3677448971976,3512.1414223461697,3547.262836569631,3582.735464935327,3618.5628195846807,3654.7484477805274,3691.295932258333,3728.2088915809154,3765.4909804967256,3803.1458903016933,3841.17734920471,3879.5891226967565,3918.3850139237243,3957.5688640629614,3997.144552703592,4037.1159982306267,4077.487158212934,4118.262029795063,4159.444650093014,4201.039096593943,4243.049487559884,4285.479982435481,4328.334782259838,4371.618130082435,4415.334311383261,4459.487654497094,4504.082531042064,4549.123356352484,4594.614589916009,4640.560735815169,4686.9663431733225,4733.836006605054,4781.1743666711045,4828.986110337816,4877.275971441194,4926.048731155606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baseline Renewable Contracts Cost,,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Existing Baseline Costs (2015 $MM),,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617,5145.44804147617
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,New Resources (MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Biomass,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,Geothermal,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,Small_Hydro,,0.273,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,Solar,,10.92,529.1974799999997,214.00596000000004,175.20972000000003,878.5669199999999,529.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,Wind,,19.32,289.212,361.2,0.0,110.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Fixed Cost by Vintage (2016 $/kW-yr),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Biomass,,566.0804858210284,580.2635571199779,793.5148228138879,807.590825984026,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263,807.5908259840263
,,Geothermal,,547.3599112673494,558.3279242403595,665.7998904152832,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683,678.9706900172683
,,Small_Hydro,,1169.2913572401528,1185.8418181990253,1260.9315689521654,1278.3772419408476,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483,1278.3772419408483
