subproblem_id,balancing_type_horizon,horizon,boundary
1,day,20201113,linear
1,day,20201114,linear
1,day,20201115,linear
1,day,20201116,linear
1,day,20201117,linear
1,day,20201118,linear
1,day,20201119,linear
1,day,20201120,linear
1,day,20201121,linear
1,day,20201122,linear
1,day,20201123,linear
1,day,20201124,linear
1,day,20201125,linear
1,day,20201126,linear
1,day,20201127,linear
1,day,20201128,linear
1,day,20201129,linear
1,day,20201130,linear
1,day,20201201,linear
1,day,20201202,linear
1,day,20201203,linear
1,day,20201204,linear
1,day,20201205,linear
1,day,20201206,linear
1,day,20201207,linear
1,day,20201208,linear
1,day,20201209,linear
1,day,20201210,linear
1,day,20201211,linear
1,day,20201212,linear
1,day,20201213,linear
1,day,20201214,linear
1,day,20201215,linear
1,day,20201216,linear
1,day,20201217,linear
1,day,20201218,linear
1,day,20201219,linear
1,day,20201220,linear
1,day,20201221,linear
1,day,20201222,linear
1,day,20201223,linear
1,day,20201224,linear
1,day,20201225,linear
1,day,20201226,linear
1,day,20201227,linear
1,day,20201228,linear
1,day,20201229,linear
1,day,20201230,linear
1,day,20201231,linear
