load_zone,stage_id,timepoint,load_mw
Zone1,1,2025020214,1199.667854
Zone1,1,2025020215,1190.917952
Zone1,1,2025020216,1183.904629
Zone1,1,2025020217,1195.380191
Zone1,1,2025020218,1217.678014
Zone1,1,2025020219,1231.818833
Zone1,1,2025020220,1238.411122
Zone1,1,2025020221,1237.828306
Zone1,1,2025020222,1218.095917
Zone1,1,2025020223,1182.350651
Zone1,1,2025020224,1153.364771
Zone1,1,2025020301,1112.672317
Zone1,1,2025020302,1094.300553
Zone1,1,2025020303,1085.696897
Zone1,1,2025020304,1096.505015
Zone1,1,2025020305,1113.107345
Zone1,1,2025020306,1142.655031
Zone1,1,2025020307,1177.658009
Zone1,1,2025020308,1217.779063
Zone1,1,2025020309,1247.143131
Zone1,1,2025020310,1258.422573
Zone1,1,2025020311,1251.853179
Zone1,1,2025020312,1234.565764
Zone1,1,2025020313,1215.913884
Zone1,1,2025020314,1199.667854
Zone1,1,2025020315,1190.917952
Zone1,1,2025020316,1183.904629
Zone1,1,2025020317,1195.380191
Zone1,1,2025020318,1217.678014
Zone1,1,2025020319,1231.818833
Zone1,1,2025020320,1238.411122
Zone1,1,2025020321,1237.828306
Zone1,1,2025020322,1218.095917
Zone1,1,2025020323,1182.350651
Zone1,1,2025020324,1153.364771
Zone1,1,2025020401,1112.672317
Zone1,1,2025020402,1094.300553
Zone1,1,2025020403,1085.696897
Zone1,1,2025020404,1096.505015
Zone1,1,2025020405,1113.107345
Zone1,1,2025020406,1142.655031
Zone1,1,2025020407,1177.658009
Zone1,1,2025020408,1217.779063
Zone1,1,2025020409,1247.143131
Zone1,1,2025020410,1258.422573
Zone1,1,2025020411,1251.853179
Zone1,1,2025020412,1234.565764
Zone1,1,2025020413,1215.913884
Zone1,1,2025020414,1199.667854
Zone1,1,2025020415,1190.917952
Zone1,1,2025020416,1183.904629
Zone1,1,2025020417,1195.380191
Zone1,1,2025020418,1217.678014
Zone1,1,2025020419,1231.818833
Zone1,1,2025020420,1238.411122
Zone1,1,2025020421,1237.828306
Zone1,1,2025020422,1218.095917
Zone1,1,2025020423,1182.350651
Zone1,1,2025020424,1153.364771
Zone1,1,2025020501,1112.672317
Zone1,1,2025020502,1094.300553
Zone1,1,2025020503,1085.696897
Zone1,1,2025020504,1096.505015
Zone1,1,2025020505,1113.107345
Zone1,1,2025020506,1142.655031
Zone1,1,2025020507,1177.658009
Zone1,1,2025020508,1217.779063
Zone1,1,2025020509,1247.143131
Zone1,1,2025020510,1258.422573
Zone1,1,2025020511,1251.853179
Zone1,1,2025020512,1234.565764
Zone1,1,2025020513,1215.913884
Zone1,1,2025020514,1199.667854
Zone1,1,2025020515,1190.917952
Zone1,1,2025020516,1183.904629
Zone1,1,2025020517,1195.380191
Zone1,1,2025020518,1217.678014
Zone1,1,2025020519,1231.818833
Zone1,1,2025020520,1238.411122
Zone1,1,2025020521,1237.828306
Zone1,1,2025020522,1218.095917
Zone1,1,2025020523,1182.350651
Zone1,1,2025020524,1153.364771
Zone1,1,2025020601,1112.672317
Zone1,1,2025020602,1094.300553
Zone1,1,2025020603,1085.696897
Zone1,1,2025020604,1096.505015
Zone1,1,2025020605,1113.107345
Zone1,1,2025020606,1142.655031
Zone1,1,2025020607,1177.658009
Zone1,1,2025020608,1217.779063
Zone1,1,2025020609,1247.143131
Zone1,1,2025020610,1258.422573
Zone1,1,2025020611,1251.853179
Zone1,1,2025020612,1234.565764
Zone1,1,2025020613,1215.913884
Zone1,1,2025020614,1199.667854
Zone1,1,2025020615,1190.917952
Zone1,1,2025020616,1183.904629
Zone1,1,2025020617,1195.380191
Zone1,1,2025020618,1217.678014
Zone1,1,2025020619,1231.818833
Zone1,1,2025020620,1238.411122
Zone1,1,2025020621,1237.828306
Zone1,1,2025020622,1218.095917
Zone1,1,2025020623,1182.350651
Zone1,1,2025020624,1153.364771
Zone1,1,2025020701,1112.672317
Zone1,1,2025020702,1094.300553
Zone1,1,2025020703,1085.696897
Zone1,1,2025020704,1096.505015
Zone1,1,2025020705,1113.107345
Zone1,1,2025020706,1142.655031
Zone1,1,2025020707,1177.658009
Zone1,1,2025020708,1217.779063
Zone1,1,2025020709,1247.143131
Zone1,1,2025020710,1258.422573
Zone1,1,2025020711,1251.853179
Zone1,1,2025020712,1234.565764
Zone1,1,2025020713,1215.913884
Zone1,1,2025020714,1199.667854
Zone1,1,2025020715,1190.917952
Zone1,1,2025020716,1183.904629
Zone1,1,2025020717,1195.380191
Zone1,1,2025020718,1217.678014
Zone1,1,2025020719,1231.818833
Zone1,1,2025020720,1238.411122
Zone1,1,2025020721,1237.828306
Zone1,1,2025020722,1218.095917
Zone1,1,2025020723,1182.350651
Zone1,1,2025020724,1153.364771
Zone1,1,2025020801,1112.672317
Zone1,1,2025020802,1094.300553
Zone1,1,2025020803,1085.696897
Zone1,1,2025020804,1096.505015
Zone1,1,2025020805,1113.107345
Zone1,1,2025020806,1142.655031
Zone1,1,2025020807,1177.658009
Zone1,1,2025020808,1217.779063
Zone1,1,2025020809,1247.143131
Zone1,1,2025020810,1258.422573
Zone1,1,2025020811,1251.853179
Zone1,1,2025020812,1234.565764
Zone1,1,2025020813,1215.913884
Zone1,1,2025020814,1199.667854
Zone1,1,2025020815,1190.917952
Zone1,1,2025020816,1183.904629
Zone1,1,2025020817,1195.380191
Zone1,1,2025020818,1217.678014
Zone1,1,2025020819,1231.818833
Zone1,1,2025020820,1238.411122
Zone1,1,2025020821,1237.828306
Zone1,1,2025020822,1218.095917
Zone1,1,2025020823,1182.350651
Zone1,1,2025020824,1153.364771
Zone1,1,2025020901,1112.672317
Zone1,1,2025020902,1094.300553
Zone1,1,2025020903,1085.696897
Zone1,1,2025020904,1096.505015
Zone1,1,2025020905,1113.107345
Zone1,1,2025020906,1142.655031
Zone1,1,2025020907,1177.658009
Zone1,1,2025020908,1217.779063
Zone1,1,2025020909,1247.143131
Zone1,1,2025020910,1258.422573
Zone1,1,2025020911,1251.853179
Zone1,1,2025020912,1234.565764
Zone1,1,2025020913,1215.913884
Zone1,1,2025020914,1199.667854
Zone1,1,2025020915,1190.917952
Zone1,1,2025020916,1183.904629
Zone1,1,2025020917,1195.380191
Zone1,1,2025020918,1217.678014
Zone1,1,2025020919,1231.818833
Zone1,1,2025020920,1238.411122
Zone1,1,2025020921,1237.828306
Zone1,1,2025020922,1218.095917
Zone1,1,2025020923,1182.350651
Zone1,1,2025020924,1153.364771
Zone1,1,2025021001,1112.672317
Zone1,1,2025021002,1094.300553
Zone1,1,2025021003,1085.696897
Zone1,1,2025021004,1096.505015
Zone1,1,2025021005,1113.107345
Zone1,1,2025021006,1142.655031
Zone1,1,2025021007,1177.658009
Zone1,1,2025021008,1217.779063
Zone1,1,2025021009,1247.143131
Zone1,1,2025021010,1258.422573
Zone1,1,2025021011,1251.853179
Zone1,1,2025021012,1234.565764
Zone1,1,2025021013,1215.913884
Zone1,1,2025021014,1199.667854
Zone1,1,2025021015,1190.917952
Zone1,1,2025021016,1183.904629
Zone1,1,2025021017,1195.380191
Zone1,1,2025021018,1217.678014
Zone1,1,2025021019,1231.818833
Zone1,1,2025021020,1238.411122
Zone1,1,2025021021,1237.828306
Zone1,1,2025021022,1218.095917
Zone1,1,2025021023,1182.350651
Zone1,1,2025021024,1153.364771
Zone1,1,2025021101,1112.672317
Zone1,1,2025021102,1094.300553
Zone1,1,2025021103,1085.696897
Zone1,1,2025021104,1096.505015
Zone1,1,2025021105,1113.107345
Zone1,1,2025021106,1142.655031
Zone1,1,2025021107,1177.658009
Zone1,1,2025021108,1217.779063
Zone1,1,2025021109,1247.143131
Zone1,1,2025021110,1258.422573
Zone1,1,2025021111,1251.853179
Zone1,1,2025021112,1234.565764
Zone1,1,2025021113,1215.913884
Zone1,1,2025021114,1199.667854
Zone1,1,2025021115,1190.917952
Zone1,1,2025021116,1183.904629
Zone1,1,2025021117,1195.380191
Zone1,1,2025021118,1217.678014
Zone1,1,2025021119,1231.818833
Zone1,1,2025021120,1238.411122
Zone1,1,2025021121,1237.828306
Zone1,1,2025021122,1218.095917
Zone1,1,2025021123,1182.350651
Zone1,1,2025021124,1153.364771
Zone1,1,2025021201,1112.672317
Zone1,1,2025021202,1094.300553
Zone1,1,2025021203,1085.696897
Zone1,1,2025021204,1096.505015
Zone1,1,2025021205,1113.107345
Zone1,1,2025021206,1142.655031
Zone1,1,2025021207,1177.658009
Zone1,1,2025021208,1217.779063
Zone1,1,2025021209,1247.143131
Zone1,1,2025021210,1258.422573
Zone1,1,2025021211,1251.853179
Zone1,1,2025021212,1234.565764
Zone1,1,2025021213,1215.913884
Zone1,1,2025021214,1199.667854
Zone1,1,2025021215,1190.917952
Zone1,1,2025021216,1183.904629
Zone1,1,2025021217,1195.380191
Zone1,1,2025021218,1217.678014
Zone1,1,2025021219,1231.818833
Zone1,1,2025021220,1238.411122
Zone1,1,2025021221,1237.828306
Zone1,1,2025021222,1218.095917
Zone1,1,2025021223,1182.350651
Zone1,1,2025021224,1153.364771
Zone1,1,2025021301,1112.672317
Zone1,1,2025021302,1094.300553
Zone1,1,2025021303,1085.696897
Zone1,1,2025021304,1096.505015
Zone1,1,2025021305,1113.107345
Zone1,1,2025021306,1142.655031
Zone1,1,2025021307,1177.658009
Zone1,1,2025021308,1217.779063
Zone1,1,2025021309,1247.143131
Zone1,1,2025021310,1258.422573
Zone1,1,2025021311,1251.853179
Zone1,1,2025021312,1234.565764
Zone1,1,2025021313,1215.913884
Zone1,1,2025021314,1199.667854
Zone1,1,2025021315,1190.917952
Zone1,1,2025021316,1183.904629
Zone1,1,2025021317,1195.380191
Zone1,1,2025021318,1217.678014
Zone1,1,2025021319,1231.818833
Zone1,1,2025021320,1238.411122
Zone1,1,2025021321,1237.828306
Zone1,1,2025021322,1218.095917
Zone1,1,2025021323,1182.350651
Zone1,1,2025021324,1153.364771
Zone1,1,2025021401,1112.672317
Zone1,1,2025021402,1094.300553
Zone1,1,2025021403,1085.696897
Zone1,1,2025021404,1096.505015
Zone1,1,2025021405,1113.107345
Zone1,1,2025021406,1142.655031
Zone1,1,2025021407,1177.658009
Zone1,1,2025021408,1217.779063
Zone1,1,2025021409,1247.143131
Zone1,1,2025021410,1258.422573
Zone1,1,2025021411,1251.853179
Zone1,1,2025021412,1234.565764
Zone1,1,2025021413,1215.913884
Zone1,1,2025021414,1199.667854
Zone1,1,2025021415,1190.917952
Zone1,1,2025021416,1183.904629
Zone1,1,2025021417,1195.380191
Zone1,1,2025021418,1217.678014
Zone1,1,2025021419,1231.818833
Zone1,1,2025021420,1238.411122
Zone1,1,2025021421,1237.828306
Zone1,1,2025021422,1218.095917
Zone1,1,2025021423,1182.350651
Zone1,1,2025021424,1153.364771
Zone1,1,2025021501,1112.672317
Zone1,1,2025021502,1094.300553
Zone1,1,2025021503,1085.696897
Zone1,1,2025021504,1096.505015
Zone1,1,2025021505,1113.107345
Zone1,1,2025021506,1142.655031
Zone1,1,2025021507,1177.658009
Zone1,1,2025021508,1217.779063
Zone1,1,2025021509,1247.143131
Zone1,1,2025021510,1258.422573
Zone1,1,2025021511,1251.853179
Zone1,1,2025021512,1234.565764
Zone1,1,2025021513,1215.913884
Zone1,1,2025021514,1199.667854
Zone1,1,2025021515,1190.917952
Zone1,1,2025021516,1183.904629
Zone1,1,2025021517,1195.380191
Zone1,1,2025021518,1217.678014
Zone1,1,2025021519,1231.818833
Zone1,1,2025021520,1238.411122
Zone1,1,2025021521,1237.828306
Zone1,1,2025021522,1218.095917
Zone1,1,2025021523,1182.350651
Zone1,1,2025021524,1153.364771
Zone1,1,2025021601,1112.672317
Zone1,1,2025021602,1094.300553
Zone1,1,2025021603,1085.696897
Zone1,1,2025021604,1096.505015
Zone1,1,2025021605,1113.107345
Zone1,1,2025021606,1142.655031
Zone1,1,2025021607,1177.658009
Zone1,1,2025021608,1217.779063
Zone1,1,2025021609,1247.143131
Zone1,1,2025021610,1258.422573
Zone1,1,2025021611,1251.853179
Zone1,1,2025021612,1234.565764
Zone1,1,2025021613,1215.913884
Zone1,1,2025021614,1199.667854
Zone1,1,2025021615,1190.917952
Zone1,1,2025021616,1183.904629
Zone1,1,2025021617,1195.380191
Zone1,1,2025021618,1217.678014
Zone1,1,2025021619,1231.818833
Zone1,1,2025021620,1238.411122
Zone1,1,2025021621,1237.828306
Zone1,1,2025021622,1218.095917
Zone1,1,2025021623,1182.350651
Zone1,1,2025021624,1153.364771
Zone1,1,2025021701,1112.672317
Zone1,1,2025021702,1094.300553
Zone1,1,2025021703,1085.696897
Zone1,1,2025021704,1096.505015
Zone1,1,2025021705,1113.107345
Zone1,1,2025021706,1142.655031
Zone1,1,2025021707,1177.658009
Zone1,1,2025021708,1217.779063
Zone1,1,2025021709,1247.143131
Zone1,1,2025021710,1258.422573
Zone1,1,2025021711,1251.853179
Zone1,1,2025021712,1234.565764
Zone1,1,2025021713,1215.913884
Zone1,1,2025021714,1199.667854
Zone1,1,2025021715,1190.917952
Zone1,1,2025021716,1183.904629
Zone1,1,2025021717,1195.380191
Zone1,1,2025021718,1217.678014
Zone1,1,2025021719,1231.818833
Zone1,1,2025021720,1238.411122
Zone1,1,2025021721,1237.828306
Zone1,1,2025021722,1218.095917
Zone1,1,2025021723,1182.350651
Zone1,1,2025021724,1153.364771
Zone1,1,2025021801,1112.672317
Zone1,1,2025021802,1094.300553
Zone1,1,2025021803,1085.696897
Zone1,1,2025021804,1096.505015
Zone1,1,2025021805,1113.107345
Zone1,1,2025021806,1142.655031
Zone1,1,2025021807,1177.658009
Zone1,1,2025021808,1217.779063
Zone1,1,2025021809,1247.143131
Zone1,1,2025021810,1258.422573
Zone1,1,2025021811,1251.853179
Zone1,1,2025021812,1234.565764
Zone1,1,2025021813,1215.913884
Zone1,1,2025021814,1199.667854
Zone1,1,2025021815,1190.917952
Zone1,1,2025021816,1183.904629
Zone1,1,2025021817,1195.380191
Zone1,1,2025021818,1217.678014
Zone1,1,2025021819,1231.818833
Zone1,1,2025021820,1238.411122
Zone1,1,2025021821,1237.828306
Zone1,1,2025021822,1218.095917
Zone1,1,2025021823,1182.350651
Zone1,1,2025021824,1153.364771
Zone1,1,2025021901,1112.672317
Zone1,1,2025021902,1094.300553
Zone1,1,2025021903,1085.696897
Zone1,1,2025021904,1096.505015
Zone1,1,2025021905,1113.107345
Zone1,1,2025021906,1142.655031
Zone1,1,2025021907,1177.658009
Zone1,1,2025021908,1217.779063
Zone1,1,2025021909,1247.143131
Zone1,1,2025021910,1258.422573
Zone1,1,2025021911,1251.853179
Zone1,1,2025021912,1234.565764
Zone1,1,2025021913,1215.913884
Zone1,1,2025021914,1199.667854
Zone1,1,2025021915,1190.917952
Zone1,1,2025021916,1183.904629
Zone1,1,2025021917,1195.380191
Zone1,1,2025021918,1217.678014
Zone1,1,2025021919,1231.818833
Zone1,1,2025021920,1238.411122
Zone1,1,2025021921,1237.828306
Zone1,1,2025021922,1218.095917
Zone1,1,2025021923,1182.350651
Zone1,1,2025021924,1153.364771
Zone1,1,2025022001,1112.672317
Zone1,1,2025022002,1094.300553
Zone1,1,2025022003,1085.696897
Zone1,1,2025022004,1096.505015
Zone1,1,2025022005,1113.107345
Zone1,1,2025022006,1142.655031
Zone1,1,2025022007,1177.658009
Zone1,1,2025022008,1217.779063
Zone1,1,2025022009,1247.143131
Zone1,1,2025022010,1258.422573
Zone1,1,2025022011,1251.853179
Zone1,1,2025022012,1234.565764
Zone1,1,2025022013,1215.913884
Zone1,1,2025022014,1199.667854
Zone1,1,2025022015,1190.917952
Zone1,1,2025022016,1183.904629
Zone1,1,2025022017,1195.380191
Zone1,1,2025022018,1217.678014
Zone1,1,2025022019,1231.818833
Zone1,1,2025022020,1238.411122
Zone1,1,2025022021,1237.828306
Zone1,1,2025022022,1218.095917
Zone1,1,2025022023,1182.350651
Zone1,1,2025022024,1153.364771
Zone1,1,2025022101,1112.672317
Zone1,1,2025022102,1094.300553
Zone1,1,2025022103,1085.696897
Zone1,1,2025022104,1096.505015
Zone1,1,2025022105,1113.107345
Zone1,1,2025022106,1142.655031
Zone1,1,2025022107,1177.658009
Zone1,1,2025022108,1217.779063
Zone1,1,2025022109,1247.143131
Zone1,1,2025022110,1258.422573
Zone1,1,2025022111,1251.853179
Zone1,1,2025022112,1234.565764
Zone1,1,2025022113,1215.913884
Zone1,1,2025022114,1199.667854
Zone1,1,2025022115,1190.917952
Zone1,1,2025022116,1183.904629
Zone1,1,2025022117,1195.380191
Zone1,1,2025022118,1217.678014
Zone1,1,2025022119,1231.818833
Zone1,1,2025022120,1238.411122
Zone1,1,2025022121,1237.828306
Zone1,1,2025022122,1218.095917
Zone1,1,2025022123,1182.350651
Zone1,1,2025022124,1153.364771
Zone1,1,2025022201,1112.672317
Zone1,1,2025022202,1094.300553
Zone1,1,2025022203,1085.696897
Zone1,1,2025022204,1096.505015
Zone1,1,2025022205,1113.107345
Zone1,1,2025022206,1142.655031
Zone1,1,2025022207,1177.658009
Zone1,1,2025022208,1217.779063
Zone1,1,2025022209,1247.143131
Zone1,1,2025022210,1258.422573
Zone1,1,2025022211,1251.853179
Zone1,1,2025022212,1234.565764
Zone1,1,2025022213,1215.913884
Zone1,1,2025022214,1199.667854
Zone1,1,2025022215,1190.917952
Zone1,1,2025022216,1183.904629
Zone1,1,2025022217,1195.380191
Zone1,1,2025022218,1217.678014
Zone1,1,2025022219,1231.818833
Zone1,1,2025022220,1238.411122
Zone1,1,2025022221,1237.828306
Zone1,1,2025022222,1218.095917
Zone1,1,2025022223,1182.350651
Zone1,1,2025022224,1153.364771
Zone1,1,2025022301,1112.672317
Zone1,1,2025022302,1094.300553
Zone1,1,2025022303,1085.696897
Zone1,1,2025022304,1096.505015
Zone1,1,2025022305,1113.107345
Zone1,1,2025022306,1142.655031
Zone1,1,2025022307,1177.658009
Zone1,1,2025022308,1217.779063
Zone1,1,2025022309,1247.143131
Zone1,1,2025022310,1258.422573
Zone1,1,2025022311,1251.853179
Zone1,1,2025022312,1234.565764
Zone1,1,2025022313,1215.913884
Zone1,1,2025022314,1199.667854
Zone1,1,2025022315,1190.917952
Zone1,1,2025022316,1183.904629
Zone1,1,2025022317,1195.380191
Zone1,1,2025022318,1217.678014
Zone1,1,2025022319,1231.818833
Zone1,1,2025022320,1238.411122
Zone1,1,2025022321,1237.828306
Zone1,1,2025022322,1218.095917
Zone1,1,2025022323,1182.350651
Zone1,1,2025022324,1153.364771
Zone1,1,2025022401,1112.672317
Zone1,1,2025022402,1094.300553
Zone1,1,2025022403,1085.696897
Zone1,1,2025022404,1096.505015
Zone1,1,2025022405,1113.107345
Zone1,1,2025022406,1142.655031
Zone1,1,2025022407,1177.658009
Zone1,1,2025022408,1217.779063
Zone1,1,2025022409,1247.143131
Zone1,1,2025022410,1258.422573
Zone1,1,2025022411,1251.853179
Zone1,1,2025022412,1234.565764
Zone1,1,2025022413,1215.913884
Zone1,1,2025022414,1199.667854
Zone1,1,2025022415,1190.917952
Zone1,1,2025022416,1183.904629
Zone1,1,2025022417,1195.380191
Zone1,1,2025022418,1217.678014
Zone1,1,2025022419,1231.818833
Zone1,1,2025022420,1238.411122
Zone1,1,2025022421,1237.828306
Zone1,1,2025022422,1218.095917
Zone1,1,2025022423,1182.350651
Zone1,1,2025022424,1153.364771
Zone1,1,2025022501,1112.672317
Zone1,1,2025022502,1094.300553
Zone1,1,2025022503,1085.696897
Zone1,1,2025022504,1096.505015
Zone1,1,2025022505,1113.107345
Zone1,1,2025022506,1142.655031
Zone1,1,2025022507,1177.658009
Zone1,1,2025022508,1217.779063
Zone1,1,2025022509,1247.143131
Zone1,1,2025022510,1258.422573
Zone1,1,2025022511,1251.853179
Zone1,1,2025022512,1234.565764
Zone1,1,2025022513,1215.913884
Zone1,1,2025022514,1199.667854
Zone1,1,2025022515,1190.917952
Zone1,1,2025022516,1183.904629
Zone1,1,2025022517,1195.380191
Zone1,1,2025022518,1217.678014
Zone1,1,2025022519,1231.818833
Zone1,1,2025022520,1238.411122
Zone1,1,2025022521,1237.828306
Zone1,1,2025022522,1218.095917
Zone1,1,2025022523,1182.350651
Zone1,1,2025022524,1153.364771
Zone1,1,2025022601,1112.672317
Zone1,1,2025022602,1094.300553
Zone1,1,2025022603,1085.696897
Zone1,1,2025022604,1096.505015
Zone1,1,2025022605,1113.107345
Zone1,1,2025022606,1142.655031
Zone1,1,2025022607,1177.658009
Zone1,1,2025022608,1217.779063
Zone1,1,2025022609,1247.143131
Zone1,1,2025022610,1258.422573
Zone1,1,2025022611,1251.853179
Zone1,1,2025022612,1234.565764
Zone1,1,2025022613,1215.913884
Zone1,1,2025022614,1199.667854
Zone1,1,2025022615,1190.917952
Zone1,1,2025022616,1183.904629
Zone1,1,2025022617,1195.380191
Zone1,1,2025022618,1217.678014
Zone1,1,2025022619,1231.818833
Zone1,1,2025022620,1238.411122
Zone1,1,2025022621,1237.828306
Zone1,1,2025022622,1218.095917
Zone1,1,2025022623,1182.350651
Zone1,1,2025022624,1153.364771
Zone1,1,2025022701,1112.672317
Zone1,1,2025022702,1094.300553
Zone1,1,2025022703,1085.696897
Zone1,1,2025022704,1096.505015
Zone1,1,2025022705,1113.107345
Zone1,1,2025022706,1142.655031
Zone1,1,2025022707,1177.658009
Zone1,1,2025022708,1217.779063
Zone1,1,2025022709,1247.143131
Zone1,1,2025022710,1258.422573
Zone1,1,2025022711,1251.853179
Zone1,1,2025022712,1234.565764
Zone1,1,2025022713,1215.913884
Zone1,1,2025022714,1199.667854
Zone1,1,2025022715,1190.917952
Zone1,1,2025022716,1183.904629
Zone1,1,2025022717,1195.380191
Zone1,1,2025022718,1217.678014
Zone1,1,2025022719,1231.818833
Zone1,1,2025022720,1238.411122
Zone1,1,2025022721,1237.828306
Zone1,1,2025022722,1218.095917
Zone1,1,2025022723,1182.350651
Zone1,1,2025022724,1153.364771
Zone1,1,2025022801,1112.672317
Zone1,1,2025022802,1094.300553
Zone1,1,2025022803,1085.696897
Zone1,1,2025022804,1096.505015
Zone1,1,2025022805,1113.107345
Zone1,1,2025022806,1142.655031
Zone1,1,2025022807,1177.658009
Zone1,1,2025022808,1217.779063
Zone1,1,2025022809,1247.143131
Zone1,1,2025022810,1258.422573
Zone1,1,2025022811,1251.853179
Zone1,1,2025022812,1234.565764
Zone1,1,2025022813,1215.913884
Zone1,1,2025022814,1199.667854
Zone1,1,2025022815,1190.917952
Zone1,1,2025022816,1183.904629
Zone1,1,2025022817,1195.380191
Zone1,1,2025022818,1217.678014
Zone1,1,2025022819,1231.818833
Zone1,1,2025022820,1238.411122
Zone1,1,2025022821,1237.828306
Zone1,1,2025022822,1218.095917
Zone1,1,2025022823,1182.350651
Zone1,1,2025022824,1153.364771
Zone1,1,2025022901,1112.672317
Zone1,1,2025022902,1094.300553
Zone1,1,2025022903,1085.696897
Zone1,1,2025022904,1096.505015
Zone1,1,2025022905,1113.107345
Zone1,1,2025022906,1142.655031
Zone1,1,2025022907,1177.658009
Zone1,1,2025022908,1217.779063
Zone1,1,2025022909,1247.143131
Zone1,1,2025022910,1258.422573
Zone1,1,2025022911,1251.853179
Zone1,1,2025022912,1234.565764
Zone1,1,2025022913,1215.913884
Zone1,1,2025022914,1199.667854
Zone1,1,2025022915,1190.917952
Zone1,1,2025022916,1183.904629
Zone1,1,2025022917,1195.380191
Zone1,1,2025022918,1217.678014
Zone1,1,2025022919,1231.818833
Zone1,1,2025022920,1238.411122
Zone1,1,2025022921,1237.828306
Zone1,1,2025022922,1218.095917
Zone1,1,2025022923,1182.350651
Zone1,1,2025022924,1153.364771
Zone1,1,2025030101,1122.527284
Zone1,1,2025030102,1103.211002
Zone1,1,2025030103,1095.085026
Zone1,1,2025030104,1104.818219
Zone1,1,2025030105,1122.431765
Zone1,1,2025030106,1149.017182
Zone1,1,2025030107,1181.300902
Zone1,1,2025030108,1213.48354
Zone1,1,2025030109,1232.850673
Zone1,1,2025030110,1238.361475
Zone1,1,2025030111,1234.942902
Zone1,1,2025030112,1226.97762
Zone1,1,2025030113,1221.799868
Zone1,1,2025030114,1218.556312
Zone1,1,2025030115,1218.718697
Zone1,1,2025030116,1219.158767
Zone1,1,2025030117,1227.619933
Zone1,1,2025030118,1239.860702
Zone1,1,2025030119,1243.684727
Zone1,1,2025030120,1246.607995
Zone1,1,2025030121,1245.302563
Zone1,1,2025030122,1227.320351
Zone1,1,2025030123,1200.268486
Zone1,1,2025030124,1182.219685
Zone1,1,2025030201,1122.527284
Zone1,1,2025030202,1103.211002
Zone1,1,2025030203,1095.085026
Zone1,1,2025030204,1104.818219
Zone1,1,2025030205,1122.431765
Zone1,1,2025030206,1149.017182
Zone1,1,2025030207,1181.300902
Zone1,1,2025030208,1213.48354
Zone1,1,2025030209,1232.850673
Zone1,1,2025030210,1238.361475
Zone1,1,2025030211,1234.942902
Zone1,1,2025030212,1226.97762
Zone1,1,2025030213,1221.799868
Zone1,1,2025030214,1218.556312
Zone1,1,2025030215,1218.718697
Zone1,1,2025030216,1219.158767
Zone1,1,2025030217,1227.619933
Zone1,1,2025030218,1239.860702
Zone1,1,2025030219,1243.684727
Zone1,1,2025030220,1246.607995
Zone1,1,2025030221,1245.302563
Zone1,1,2025030222,1227.320351
Zone1,1,2025030223,1200.268486
Zone1,1,2025030224,1182.219685
Zone1,1,2025030301,1122.527284
Zone1,1,2025030302,1103.211002
Zone1,1,2025030303,1095.085026
Zone1,1,2025030304,1104.818219
Zone1,1,2025030305,1122.431765
Zone1,1,2025030306,1149.017182
Zone1,1,2025030307,1181.300902
Zone1,1,2025030308,1213.48354
Zone1,1,2025030309,1232.850673
Zone1,1,2025030310,1238.361475
Zone1,1,2025030311,1234.942902
Zone1,1,2025030312,1226.97762
Zone1,1,2025030313,1221.799868
Zone1,1,2025030314,1218.556312
Zone1,1,2025030315,1218.718697
Zone1,1,2025030316,1219.158767
Zone1,1,2025030317,1227.619933
Zone1,1,2025030318,1239.860702
Zone1,1,2025030319,1243.684727
Zone1,1,2025030320,1246.607995
Zone1,1,2025030321,1245.302563
Zone1,1,2025030322,1227.320351
Zone1,1,2025030323,1200.268486
Zone1,1,2025030324,1182.219685
Zone1,1,2025030401,1122.527284
Zone1,1,2025030402,1103.211002
Zone1,1,2025030403,1095.085026
Zone1,1,2025030404,1104.818219
Zone1,1,2025030405,1122.431765
Zone1,1,2025030406,1149.017182
Zone1,1,2025030407,1181.300902
Zone1,1,2025030408,1213.48354
Zone1,1,2025030409,1232.850673
Zone1,1,2025030410,1238.361475
Zone1,1,2025030411,1234.942902
Zone1,1,2025030412,1226.97762
Zone1,1,2025030413,1221.799868
Zone1,1,2025030414,1218.556312
Zone1,1,2025030415,1218.718697
Zone1,1,2025030416,1219.158767
Zone1,1,2025030417,1227.619933
Zone1,1,2025030418,1239.860702
Zone1,1,2025030419,1243.684727
Zone1,1,2025030420,1246.607995
Zone1,1,2025030421,1245.302563
Zone1,1,2025030422,1227.320351
Zone1,1,2025030423,1200.268486
Zone1,1,2025030424,1182.219685
Zone1,1,2025030501,1122.527284
Zone1,1,2025030502,1103.211002
Zone1,1,2025030503,1095.085026
Zone1,1,2025030504,1104.818219
Zone1,1,2025030505,1122.431765
Zone1,1,2025030506,1149.017182
Zone1,1,2025030507,1181.300902
Zone1,1,2025030508,1213.48354
Zone1,1,2025030509,1232.850673
Zone1,1,2025030510,1238.361475
Zone1,1,2025030511,1234.942902
Zone1,1,2025030512,1226.97762
Zone1,1,2025030513,1221.799868
Zone1,1,2025030514,1218.556312
Zone1,1,2025030515,1218.718697
Zone1,1,2025030516,1219.158767
Zone1,1,2025030517,1227.619933
Zone1,1,2025030518,1239.860702
Zone1,1,2025030519,1243.684727
Zone1,1,2025030520,1246.607995
Zone1,1,2025030521,1245.302563
