stage_id,timepoint,cap_factor
1,2020062303,0.4136
1,2020062304,0.4136
1,2020062305,0.4136
1,2020062306,0.48688
1,2020062307,0.48688
1,2020062308,0.48688
1,2020062309,0.48688
1,2020062310,0.34104
1,2020062311,0.21792
1,2020062312,0.2756
1,2020062313,0.4136
1,2020062314,0.34104
1,2020062315,0.2756
1,2020062316,0.34104
1,2020062317,0.4136
1,2020062318,0.4136
1,2020062319,0.4136
1,2020062320,0.56016
1,2020062321,0.62408
1,2020062322,0.62408
1,2020062323,0.62408
1,2020062324,0.56016
1,2020062401,0.56016
1,2020062402,0.48688
1,2020062403,0.4136
1,2020062404,0.4136
1,2020062405,0.4136
1,2020062406,0.34104
1,2020062407,0.34104
1,2020062408,0.34104
1,2020062409,0.34104
1,2020062410,0.21792
1,2020062411,0.12344
1,2020062412,0.12344
1,2020062413,0.08584
1,2020062414,0.05488
1,2020062415,0.03056
1,2020062416,0.01296
1,2020062417,0.03056
1,2020062418,0.05488
1,2020062419,0.12344
1,2020062420,0.21792
1,2020062421,0.34104
1,2020062422,0.4136
1,2020062423,0.4136
1,2020062424,0.4136
1,2020062501,0.48688
1,2020062502,0.4136
1,2020062503,0.4136
1,2020062504,0.4136
1,2020062505,0.4136
1,2020062506,0.48688
1,2020062507,0.48688
1,2020062508,0.48688
1,2020062509,0.48688
1,2020062510,0.34104
1,2020062511,0.21792
1,2020062512,0.2756
1,2020062513,0.4136
1,2020062514,0.34104
1,2020062515,0.2756
1,2020062516,0.34104
1,2020062517,0.4136
1,2020062518,0.4136
1,2020062519,0.4136
1,2020062520,0.56016
1,2020062521,0.62408
1,2020062522,0.62408
1,2020062523,0.62408
1,2020062524,0.56016
1,2020062601,0.56016
1,2020062602,0.48688
1,2020062603,0.4136
1,2020062604,0.4136
1,2020062605,0.4136
1,2020062606,0.34104
1,2020062607,0.34104
1,2020062608,0.34104
1,2020062609,0.34104
1,2020062610,0.21792
1,2020062611,0.12344
1,2020062612,0.12344
1,2020062613,0.08584
1,2020062614,0.05488
1,2020062615,0.03056
1,2020062616,0.01296
1,2020062617,0.03056
1,2020062618,0.05488
1,2020062619,0.12344
1,2020062620,0.21792
1,2020062621,0.34104
1,2020062622,0.4136
1,2020062623,0.4136
1,2020062624,0.4136
1,2020062701,0.48688
1,2020062702,0.4136
1,2020062703,0.4136
1,2020062704,0.4136
1,2020062705,0.4136
1,2020062706,0.48688
1,2020062707,0.48688
1,2020062708,0.48688
1,2020062709,0.48688
1,2020062710,0.34104
1,2020062711,0.21792
1,2020062712,0.2756
1,2020062713,0.4136
1,2020062714,0.34104
1,2020062715,0.2756
1,2020062716,0.34104
1,2020062717,0.4136
1,2020062718,0.4136
1,2020062719,0.4136
1,2020062720,0.56016
1,2020062721,0.62408
1,2020062722,0.62408
1,2020062723,0.62408
1,2020062724,0.56016
1,2020062801,0.56016
1,2020062802,0.48688
1,2020062803,0.4136
1,2020062804,0.4136
1,2020062805,0.4136
1,2020062806,0.34104
1,2020062807,0.34104
1,2020062808,0.34104
1,2020062809,0.34104
1,2020062810,0.21792
1,2020062811,0.12344
1,2020062812,0.12344
1,2020062813,0.08584
1,2020062814,0.05488
1,2020062815,0.03056
1,2020062816,0.01296
1,2020062817,0.03056
1,2020062818,0.05488
1,2020062819,0.12344
1,2020062820,0.21792
1,2020062821,0.34104
1,2020062822,0.4136
1,2020062823,0.4136
1,2020062824,0.4136
1,2020062901,0.48688
1,2020062902,0.4136
1,2020062903,0.4136
1,2020062904,0.4136
1,2020062905,0.4136
1,2020062906,0.48688
1,2020062907,0.48688
1,2020062908,0.48688
1,2020062909,0.48688
1,2020062910,0.34104
1,2020062911,0.21792
1,2020062912,0.2756
1,2020062913,0.4136
1,2020062914,0.34104
1,2020062915,0.2756
1,2020062916,0.34104
1,2020062917,0.4136
1,2020062918,0.4136
1,2020062919,0.4136
1,2020062920,0.56016
1,2020062921,0.62408
1,2020062922,0.62408
1,2020062923,0.62408
1,2020062924,0.56016
1,2020063001,0.56016
1,2020063002,0.48688
1,2020063003,0.4136
1,2020063004,0.4136
1,2020063005,0.4136
1,2020063006,0.34104
1,2020063007,0.34104
1,2020063008,0.34104
1,2020063009,0.34104
1,2020063010,0.21792
1,2020063011,0.12344
1,2020063012,0.12344
1,2020063013,0.08584
1,2020063014,0.05488
1,2020063015,0.03056
1,2020063016,0.01296
1,2020063017,0.03056
1,2020063018,0.05488
1,2020063019,0.12344
1,2020063020,0.21792
1,2020063021,0.34104
1,2020063022,0.4136
1,2020063023,0.4136
1,2020063024,0.4136
1,2020070101,0.48688
1,2020070102,0.4136
1,2020070103,0.4136
1,2020070104,0.4136
1,2020070105,0.4136
1,2020070106,0.48688
1,2020070107,0.48688
1,2020070108,0.48688
1,2020070109,0.48688
1,2020070110,0.34104
1,2020070111,0.21792
1,2020070112,0.2756
1,2020070113,0.4136
1,2020070114,0.34104
1,2020070115,0.2756
1,2020070116,0.34104
1,2020070117,0.4136
1,2020070118,0.4136
1,2020070119,0.4136
1,2020070120,0.56016
1,2020070121,0.62408
1,2020070122,0.62408
1,2020070123,0.62408
1,2020070124,0.56016
1,2020070201,0.56016
1,2020070202,0.48688
1,2020070203,0.4136
1,2020070204,0.4136
1,2020070205,0.4136
1,2020070206,0.34104
1,2020070207,0.34104
1,2020070208,0.34104
1,2020070209,0.34104
1,2020070210,0.21792
1,2020070211,0.12344
1,2020070212,0.12344
1,2020070213,0.08584
1,2020070214,0.05488
1,2020070215,0.03056
1,2020070216,0.01296
1,2020070217,0.03056
1,2020070218,0.05488
1,2020070219,0.12344
1,2020070220,0.21792
1,2020070221,0.34104
1,2020070222,0.4136
1,2020070223,0.4136
1,2020070224,0.4136
1,2020070301,0.48688
1,2020070302,0.4136
1,2020070303,0.4136
1,2020070304,0.4136
1,2020070305,0.4136
1,2020070306,0.48688
1,2020070307,0.48688
1,2020070308,0.48688
1,2020070309,0.48688
1,2020070310,0.34104
1,2020070311,0.21792
1,2020070312,0.2756
1,2020070313,0.4136
1,2020070314,0.34104
1,2020070315,0.2756
1,2020070316,0.34104
1,2020070317,0.4136
1,2020070318,0.4136
1,2020070319,0.4136
1,2020070320,0.56016
1,2020070321,0.62408
1,2020070322,0.62408
1,2020070323,0.62408
1,2020070324,0.56016
1,2020070401,0.56016
1,2020070402,0.48688
1,2020070403,0.4136
1,2020070404,0.4136
1,2020070405,0.4136
1,2020070406,0.34104
1,2020070407,0.34104
1,2020070408,0.34104
1,2020070409,0.34104
1,2020070410,0.21792
1,2020070411,0.12344
1,2020070412,0.12344
1,2020070413,0.08584
1,2020070414,0.05488
1,2020070415,0.03056
1,2020070416,0.01296
1,2020070417,0.03056
1,2020070418,0.05488
1,2020070419,0.12344
1,2020070420,0.21792
1,2020070421,0.34104
1,2020070422,0.4136
1,2020070423,0.4136
1,2020070424,0.4136
1,2020070501,0.48688
1,2020070502,0.4136
1,2020070503,0.4136
1,2020070504,0.4136
1,2020070505,0.4136
1,2020070506,0.48688
1,2020070507,0.48688
1,2020070508,0.48688
1,2020070509,0.48688
1,2020070510,0.34104
1,2020070511,0.21792
1,2020070512,0.2756
1,2020070513,0.4136
1,2020070514,0.34104
1,2020070515,0.2756
1,2020070516,0.34104
1,2020070517,0.4136
1,2020070518,0.4136
1,2020070519,0.4136
1,2020070520,0.56016
1,2020070521,0.62408
1,2020070522,0.62408
1,2020070523,0.62408
1,2020070524,0.56016
1,2020070601,0.56016
1,2020070602,0.48688
1,2020070603,0.4136
1,2020070604,0.4136
1,2020070605,0.4136
1,2020070606,0.34104
1,2020070607,0.34104
1,2020070608,0.34104
1,2020070609,0.34104
1,2020070610,0.21792
1,2020070611,0.12344
1,2020070612,0.12344
1,2020070613,0.08584
1,2020070614,0.05488
1,2020070615,0.03056
1,2020070616,0.01296
1,2020070617,0.03056
1,2020070618,0.05488
1,2020070619,0.12344
1,2020070620,0.21792
1,2020070621,0.34104
1,2020070622,0.4136
1,2020070623,0.4136
1,2020070624,0.4136
1,2020070701,0.48688
1,2020070702,0.4136
1,2020070703,0.4136
1,2020070704,0.4136
1,2020070705,0.4136
1,2020070706,0.48688
1,2020070707,0.48688
1,2020070708,0.48688
1,2020070709,0.48688
1,2020070710,0.34104
1,2020070711,0.21792
1,2020070712,0.2756
1,2020070713,0.4136
1,2020070714,0.34104
1,2020070715,0.2756
1,2020070716,0.34104
1,2020070717,0.4136
1,2020070718,0.4136
1,2020070719,0.4136
1,2020070720,0.56016
1,2020070721,0.62408
1,2020070722,0.62408
1,2020070723,0.62408
1,2020070724,0.56016
1,2020070801,0.56016
1,2020070802,0.48688
1,2020070803,0.4136
1,2020070804,0.4136
1,2020070805,0.4136
1,2020070806,0.34104
1,2020070807,0.34104
1,2020070808,0.34104
1,2020070809,0.34104
1,2020070810,0.21792
1,2020070811,0.12344
1,2020070812,0.12344
1,2020070813,0.08584
1,2020070814,0.05488
1,2020070815,0.03056
1,2020070816,0.01296
1,2020070817,0.03056
1,2020070818,0.05488
1,2020070819,0.12344
1,2020070820,0.21792
1,2020070821,0.34104
1,2020070822,0.4136
1,2020070823,0.4136
1,2020070824,0.4136
1,2020070901,0.48688
1,2020070902,0.4136
1,2020070903,0.4136
1,2020070904,0.4136
1,2020070905,0.4136
1,2020070906,0.48688
1,2020070907,0.48688
1,2020070908,0.48688
1,2020070909,0.48688
1,2020070910,0.34104
1,2020070911,0.21792
1,2020070912,0.2756
1,2020070913,0.4136
1,2020070914,0.34104
1,2020070915,0.2756
1,2020070916,0.34104
1,2020070917,0.4136
1,2020070918,0.4136
1,2020070919,0.4136
1,2020070920,0.56016
1,2020070921,0.62408
1,2020070922,0.62408
1,2020070923,0.62408
1,2020070924,0.56016
1,2020071001,0.56016
1,2020071002,0.48688
1,2020071003,0.4136
1,2020071004,0.4136
1,2020071005,0.4136
1,2020071006,0.34104
1,2020071007,0.34104
1,2020071008,0.34104
1,2020071009,0.34104
1,2020071010,0.21792
1,2020071011,0.12344
1,2020071012,0.12344
1,2020071013,0.08584
1,2020071014,0.05488
1,2020071015,0.03056
1,2020071016,0.01296
1,2020071017,0.03056
1,2020071018,0.05488
1,2020071019,0.12344
1,2020071020,0.21792
1,2020071021,0.34104
1,2020071022,0.4136
1,2020071023,0.4136
1,2020071024,0.4136
1,2020071101,0.48688
1,2020071102,0.4136
1,2020071103,0.4136
1,2020071104,0.4136
1,2020071105,0.4136
1,2020071106,0.48688
1,2020071107,0.48688
1,2020071108,0.48688
1,2020071109,0.48688
1,2020071110,0.34104
1,2020071111,0.21792
1,2020071112,0.2756
1,2020071113,0.4136
1,2020071114,0.34104
1,2020071115,0.2756
1,2020071116,0.34104
1,2020071117,0.4136
1,2020071118,0.4136
1,2020071119,0.4136
1,2020071120,0.56016
1,2020071121,0.62408
1,2020071122,0.62408
1,2020071123,0.62408
1,2020071124,0.56016
1,2020071201,0.56016
1,2020071202,0.48688
1,2020071203,0.4136
1,2020071204,0.4136
1,2020071205,0.4136
1,2020071206,0.34104
1,2020071207,0.34104
1,2020071208,0.34104
1,2020071209,0.34104
1,2020071210,0.21792
1,2020071211,0.12344
1,2020071212,0.12344
1,2020071213,0.08584
1,2020071214,0.05488
1,2020071215,0.03056
1,2020071216,0.01296
1,2020071217,0.03056
1,2020071218,0.05488
1,2020071219,0.12344
1,2020071220,0.21792
1,2020071221,0.34104
1,2020071222,0.4136
1,2020071223,0.4136
1,2020071224,0.4136
1,2020071301,0.48688
1,2020071302,0.4136
1,2020071303,0.4136
1,2020071304,0.4136
1,2020071305,0.4136
1,2020071306,0.48688
1,2020071307,0.48688
1,2020071308,0.48688
1,2020071309,0.48688
1,2020071310,0.34104
1,2020071311,0.21792
1,2020071312,0.2756
1,2020071313,0.4136
1,2020071314,0.34104
1,2020071315,0.2756
1,2020071316,0.34104
1,2020071317,0.4136
1,2020071318,0.4136
1,2020071319,0.4136
1,2020071320,0.56016
1,2020071321,0.62408
1,2020071322,0.62408
1,2020071323,0.62408
1,2020071324,0.56016
1,2020071401,0.56016
1,2020071402,0.48688
1,2020071403,0.4136
1,2020071404,0.4136
1,2020071405,0.4136
1,2020071406,0.34104
1,2020071407,0.34104
1,2020071408,0.34104
1,2020071409,0.34104
1,2020071410,0.21792
1,2020071411,0.12344
1,2020071412,0.12344
1,2020071413,0.08584
1,2020071414,0.05488
1,2020071415,0.03056
1,2020071416,0.01296
1,2020071417,0.03056
1,2020071418,0.05488
1,2020071419,0.12344
1,2020071420,0.21792
1,2020071421,0.34104
1,2020071422,0.4136
1,2020071423,0.4136
1,2020071424,0.4136
1,2020071501,0.48688
1,2020071502,0.4136
1,2020071503,0.4136
1,2020071504,0.4136
1,2020071505,0.4136
1,2020071506,0.48688
1,2020071507,0.48688
1,2020071508,0.48688
1,2020071509,0.48688
1,2020071510,0.34104
1,2020071511,0.21792
1,2020071512,0.2756
1,2020071513,0.4136
1,2020071514,0.34104
1,2020071515,0.2756
1,2020071516,0.34104
1,2020071517,0.4136
1,2020071518,0.4136
1,2020071519,0.4136
1,2020071520,0.56016
1,2020071521,0.62408
1,2020071522,0.62408
1,2020071523,0.62408
1,2020071524,0.56016
1,2020071601,0.56016
1,2020071602,0.48688
1,2020071603,0.4136
1,2020071604,0.4136
1,2020071605,0.4136
1,2020071606,0.34104
1,2020071607,0.34104
1,2020071608,0.34104
1,2020071609,0.34104
1,2020071610,0.21792
1,2020071611,0.12344
1,2020071612,0.12344
1,2020071613,0.08584
1,2020071614,0.05488
1,2020071615,0.03056
1,2020071616,0.01296
1,2020071617,0.03056
1,2020071618,0.05488
1,2020071619,0.12344
1,2020071620,0.21792
1,2020071621,0.34104
1,2020071622,0.4136
1,2020071623,0.4136
1,2020071624,0.4136
1,2020071701,0.48688
1,2020071702,0.4136
1,2020071703,0.4136
1,2020071704,0.4136
1,2020071705,0.4136
1,2020071706,0.48688
1,2020071707,0.48688
1,2020071708,0.48688
1,2020071709,0.48688
1,2020071710,0.34104
1,2020071711,0.21792
1,2020071712,0.2756
1,2020071713,0.4136
1,2020071714,0.34104
1,2020071715,0.2756
1,2020071716,0.34104
1,2020071717,0.4136
1,2020071718,0.4136
1,2020071719,0.4136
1,2020071720,0.56016
1,2020071721,0.62408
1,2020071722,0.62408
1,2020071723,0.62408
1,2020071724,0.56016
1,2020071801,0.56016
1,2020071802,0.48688
1,2020071803,0.4136
1,2020071804,0.4136
1,2020071805,0.4136
1,2020071806,0.34104
1,2020071807,0.34104
1,2020071808,0.34104
1,2020071809,0.34104
1,2020071810,0.21792
1,2020071811,0.12344
1,2020071812,0.12344
1,2020071813,0.08584
1,2020071814,0.05488
1,2020071815,0.03056
1,2020071816,0.01296
1,2020071817,0.03056
1,2020071818,0.05488
1,2020071819,0.12344
1,2020071820,0.21792
1,2020071821,0.34104
1,2020071822,0.4136
1,2020071823,0.4136
1,2020071824,0.4136
1,2020071901,0.48688
1,2020071902,0.4136
1,2020071903,0.4136
1,2020071904,0.4136
1,2020071905,0.4136
1,2020071906,0.48688
1,2020071907,0.48688
1,2020071908,0.48688
1,2020071909,0.48688
1,2020071910,0.34104
1,2020071911,0.21792
1,2020071912,0.2756
1,2020071913,0.4136
1,2020071914,0.34104
1,2020071915,0.2756
1,2020071916,0.34104
1,2020071917,0.4136
1,2020071918,0.4136
1,2020071919,0.4136
1,2020071920,0.56016
1,2020071921,0.62408
1,2020071922,0.62408
1,2020071923,0.62408
1,2020071924,0.56016
1,2020072001,0.56016
1,2020072002,0.48688
1,2020072003,0.4136
1,2020072004,0.4136
1,2020072005,0.4136
1,2020072006,0.34104
1,2020072007,0.34104
1,2020072008,0.34104
1,2020072009,0.34104
1,2020072010,0.21792
1,2020072011,0.12344
1,2020072012,0.12344
1,2020072013,0.08584
1,2020072014,0.05488
1,2020072015,0.03056
1,2020072016,0.01296
1,2020072017,0.03056
1,2020072018,0.05488
1,2020072019,0.12344
1,2020072020,0.21792
1,2020072021,0.34104
1,2020072022,0.4136
1,2020072023,0.4136
1,2020072024,0.4136
1,2020072101,0.48688
1,2020072102,0.4136
1,2020072103,0.4136
1,2020072104,0.4136
1,2020072105,0.4136
1,2020072106,0.48688
1,2020072107,0.48688
1,2020072108,0.48688
1,2020072109,0.48688
1,2020072110,0.34104
1,2020072111,0.21792
1,2020072112,0.2756
1,2020072113,0.4136
1,2020072114,0.34104
1,2020072115,0.2756
1,2020072116,0.34104
1,2020072117,0.4136
1,2020072118,0.4136
1,2020072119,0.4136
1,2020072120,0.56016
1,2020072121,0.62408
1,2020072122,0.62408
1,2020072123,0.62408
1,2020072124,0.56016
1,2020072201,0.56016
1,2020072202,0.48688
1,2020072203,0.4136
1,2020072204,0.4136
1,2020072205,0.4136
1,2020072206,0.34104
1,2020072207,0.34104
1,2020072208,0.34104
1,2020072209,0.34104
1,2020072210,0.21792
1,2020072211,0.12344
1,2020072212,0.12344
1,2020072213,0.08584
1,2020072214,0.05488
1,2020072215,0.03056
1,2020072216,0.01296
1,2020072217,0.03056
1,2020072218,0.05488
1,2020072219,0.12344
1,2020072220,0.21792
1,2020072221,0.34104
1,2020072222,0.4136
1,2020072223,0.4136
1,2020072224,0.4136
1,2020072301,0.48688
1,2020072302,0.4136
1,2020072303,0.4136
1,2020072304,0.4136
1,2020072305,0.4136
1,2020072306,0.48688
1,2020072307,0.48688
1,2020072308,0.48688
1,2020072309,0.48688
1,2020072310,0.34104
1,2020072311,0.21792
1,2020072312,0.2756
1,2020072313,0.4136
1,2020072314,0.34104
1,2020072315,0.2756
1,2020072316,0.34104
1,2020072317,0.4136
1,2020072318,0.4136
1,2020072319,0.4136
1,2020072320,0.56016
1,2020072321,0.62408
1,2020072322,0.62408
1,2020072323,0.62408
1,2020072324,0.56016
1,2020072401,0.56016
1,2020072402,0.48688
1,2020072403,0.4136
1,2020072404,0.4136
1,2020072405,0.4136
1,2020072406,0.34104
1,2020072407,0.34104
1,2020072408,0.34104
1,2020072409,0.34104
1,2020072410,0.21792
1,2020072411,0.12344
1,2020072412,0.12344
1,2020072413,0.08584
1,2020072414,0.05488
1,2020072415,0.03056
1,2020072416,0.01296
1,2020072417,0.03056
1,2020072418,0.05488
1,2020072419,0.12344
1,2020072420,0.21792
1,2020072421,0.34104
1,2020072422,0.4136
1,2020072423,0.4136
1,2020072424,0.4136
1,2020072501,0.48688
1,2020072502,0.4136
1,2020072503,0.4136
1,2020072504,0.4136
1,2020072505,0.4136
1,2020072506,0.48688
1,2020072507,0.48688
1,2020072508,0.48688
1,2020072509,0.48688
1,2020072510,0.34104
1,2020072511,0.21792
1,2020072512,0.2756
1,2020072513,0.4136
1,2020072514,0.34104
1,2020072515,0.2756
1,2020072516,0.34104
1,2020072517,0.4136
1,2020072518,0.4136
1,2020072519,0.4136
1,2020072520,0.56016
1,2020072521,0.62408
1,2020072522,0.62408
1,2020072523,0.62408
1,2020072524,0.56016
1,2020072601,0.56016
1,2020072602,0.48688
1,2020072603,0.4136
1,2020072604,0.4136
1,2020072605,0.4136
1,2020072606,0.34104
1,2020072607,0.34104
1,2020072608,0.34104
1,2020072609,0.34104
1,2020072610,0.21792
1,2020072611,0.12344
1,2020072612,0.12344
1,2020072613,0.08584
1,2020072614,0.05488
1,2020072615,0.03056
1,2020072616,0.01296
1,2020072617,0.03056
1,2020072618,0.05488
1,2020072619,0.12344
1,2020072620,0.21792
1,2020072621,0.34104
1,2020072622,0.4136
1,2020072623,0.4136
1,2020072624,0.4136
1,2020072701,0.48688
1,2020072702,0.4136
1,2020072703,0.4136
1,2020072704,0.4136
1,2020072705,0.4136
1,2020072706,0.48688
1,2020072707,0.48688
1,2020072708,0.48688
1,2020072709,0.48688
1,2020072710,0.34104
1,2020072711,0.21792
1,2020072712,0.2756
1,2020072713,0.4136
1,2020072714,0.34104
1,2020072715,0.2756
1,2020072716,0.34104
1,2020072717,0.4136
1,2020072718,0.4136
1,2020072719,0.4136
1,2020072720,0.56016
1,2020072721,0.62408
1,2020072722,0.62408
1,2020072723,0.62408
1,2020072724,0.56016
1,2020072801,0.56016
1,2020072802,0.48688
1,2020072803,0.4136
1,2020072804,0.4136
1,2020072805,0.4136
1,2020072806,0.34104
1,2020072807,0.34104
1,2020072808,0.34104
1,2020072809,0.34104
1,2020072810,0.21792
1,2020072811,0.12344
1,2020072812,0.12344
1,2020072813,0.08584
1,2020072814,0.05488
1,2020072815,0.03056
1,2020072816,0.01296
1,2020072817,0.03056
1,2020072818,0.05488
1,2020072819,0.12344
1,2020072820,0.21792
1,2020072821,0.34104
1,2020072822,0.4136
1,2020072823,0.4136
1,2020072824,0.4136
1,2020072901,0.48688
1,2020072902,0.4136
1,2020072903,0.4136
1,2020072904,0.4136
1,2020072905,0.4136
1,2020072906,0.48688
1,2020072907,0.48688
1,2020072908,0.48688
1,2020072909,0.48688
1,2020072910,0.34104
1,2020072911,0.21792
1,2020072912,0.2756
1,2020072913,0.4136
1,2020072914,0.34104
1,2020072915,0.2756
1,2020072916,0.34104
1,2020072917,0.4136
1,2020072918,0.4136
1,2020072919,0.4136
1,2020072920,0.56016
1,2020072921,0.62408
1,2020072922,0.62408
1,2020072923,0.62408
1,2020072924,0.56016
1,2020073001,0.56016
1,2020073002,0.48688
1,2020073003,0.4136
1,2020073004,0.4136
1,2020073005,0.4136
1,2020073006,0.34104
1,2020073007,0.34104
1,2020073008,0.34104
1,2020073009,0.34104
1,2020073010,0.21792
1,2020073011,0.12344
1,2020073012,0.12344
1,2020073013,0.08584
1,2020073014,0.05488
1,2020073015,0.03056
1,2020073016,0.01296
1,2020073017,0.03056
1,2020073018,0.05488
1,2020073019,0.12344
1,2020073020,0.21792
1,2020073021,0.34104
1,2020073022,0.4136
1,2020073023,0.4136
1,2020073024,0.4136
1,2020073101,0.48688
1,2020073102,0.4136
1,2020073103,0.4136
1,2020073104,0.4136
1,2020073105,0.4136
1,2020073106,0.48688
1,2020073107,0.48688
1,2020073108,0.48688
1,2020073109,0.48688
1,2020073110,0.34104
1,2020073111,0.21792
1,2020073112,0.2756
1,2020073113,0.4136
1,2020073114,0.34104
1,2020073115,0.2756
1,2020073116,0.34104
1,2020073117,0.4136
1,2020073118,0.4136
1,2020073119,0.4136
1,2020073120,0.56016
1,2020073121,0.62408
1,2020073122,0.62408
1,2020073123,0.62408
1,2020073124,0.56016
1,2020080101,0.56016
1,2020080102,0.48688
1,2020080103,0.4136
1,2020080104,0.4136
1,2020080105,0.4136
1,2020080106,0.34104
1,2020080107,0.34104
1,2020080108,0.34104
1,2020080109,0.34104
1,2020080110,0.21792
1,2020080111,0.12344
1,2020080112,0.12344
1,2020080113,0.08584
1,2020080114,0.05488
1,2020080115,0.03056
1,2020080116,0.01296
1,2020080117,0.03056
1,2020080118,0.05488
1,2020080119,0.12344
1,2020080120,0.21792
1,2020080121,0.34104
1,2020080122,0.4136
1,2020080123,0.4136
1,2020080124,0.4136
1,2020080201,0.48688
1,2020080202,0.4136
1,2020080203,0.4136
1,2020080204,0.4136
1,2020080205,0.4136
1,2020080206,0.48688
1,2020080207,0.48688
1,2020080208,0.48688
1,2020080209,0.48688
1,2020080210,0.34104
1,2020080211,0.21792
1,2020080212,0.2756
1,2020080213,0.4136
1,2020080214,0.34104
1,2020080215,0.2756
1,2020080216,0.34104
1,2020080217,0.4136
1,2020080218,0.4136
1,2020080219,0.4136
1,2020080220,0.56016
1,2020080221,0.62408
1,2020080222,0.62408
1,2020080223,0.62408
1,2020080224,0.56016
1,2020080301,0.56016
1,2020080302,0.48688
1,2020080303,0.4136
1,2020080304,0.4136
1,2020080305,0.4136
1,2020080306,0.34104
1,2020080307,0.34104
1,2020080308,0.34104
1,2020080309,0.34104
1,2020080310,0.21792
1,2020080311,0.12344
1,2020080312,0.12344
1,2020080313,0.08584
1,2020080314,0.05488
1,2020080315,0.03056
1,2020080316,0.01296
1,2020080317,0.03056
1,2020080318,0.05488
1,2020080319,0.12344
1,2020080320,0.21792
1,2020080321,0.34104
1,2020080322,0.4136
1,2020080323,0.4136
1,2020080324,0.4136
1,2020080401,0.48688
1,2020080402,0.4136
1,2020080403,0.4136
1,2020080404,0.4136
1,2020080405,0.4136
1,2020080406,0.48688
1,2020080407,0.48688
1,2020080408,0.48688
1,2020080409,0.48688
1,2020080410,0.34104
1,2020080411,0.21792
1,2020080412,0.2756
1,2020080413,0.4136
1,2020080414,0.34104
1,2020080415,0.2756
1,2020080416,0.34104
1,2020080417,0.4136
1,2020080418,0.4136
1,2020080419,0.4136
1,2020080420,0.56016
1,2020080421,0.62408
1,2020080422,0.62408
1,2020080423,0.62408
1,2020080424,0.56016
1,2020080501,0.56016
1,2020080502,0.48688
1,2020080503,0.4136
1,2020080504,0.4136
1,2020080505,0.4136
1,2020080506,0.34104
1,2020080507,0.34104
1,2020080508,0.34104
1,2020080509,0.34104
1,2020080510,0.21792
1,2020080511,0.12344
1,2020080512,0.12344
1,2020080513,0.08584
1,2020080514,0.05488
1,2020080515,0.03056
1,2020080516,0.01296
1,2020080517,0.03056
1,2020080518,0.05488
1,2020080519,0.12344
1,2020080520,0.21792
1,2020080521,0.34104
1,2020080522,0.4136
1,2020080523,0.4136
1,2020080524,0.4136
1,2020080601,0.48688
1,2020080602,0.4136
1,2020080603,0.4136
1,2020080604,0.4136
1,2020080605,0.4136
1,2020080606,0.48688
1,2020080607,0.48688
1,2020080608,0.48688
1,2020080609,0.48688
1,2020080610,0.34104
1,2020080611,0.21792
1,2020080612,0.2756
1,2020080613,0.4136
1,2020080614,0.34104
1,2020080615,0.2756
1,2020080616,0.34104
1,2020080617,0.4136
1,2020080618,0.4136
1,2020080619,0.4136
1,2020080620,0.56016
1,2020080621,0.62408
1,2020080622,0.62408
1,2020080623,0.62408
1,2020080624,0.56016
1,2020080701,0.56016
1,2020080702,0.48688
1,2020080703,0.4136
1,2020080704,0.4136
1,2020080705,0.4136
1,2020080706,0.34104
1,2020080707,0.34104
1,2020080708,0.34104
1,2020080709,0.34104
1,2020080710,0.21792
1,2020080711,0.12344
1,2020080712,0.12344
1,2020080713,0.08584
1,2020080714,0.05488
1,2020080715,0.03056
1,2020080716,0.01296
1,2020080717,0.03056
1,2020080718,0.05488
1,2020080719,0.12344
1,2020080720,0.21792
1,2020080721,0.34104
1,2020080722,0.4136
1,2020080723,0.4136
1,2020080724,0.4136
1,2020080801,0.48688
1,2020080802,0.4136
1,2020080803,0.4136
1,2020080804,0.4136
1,2020080805,0.4136
1,2020080806,0.48688
1,2020080807,0.48688
1,2020080808,0.48688
1,2020080809,0.48688
1,2020080810,0.34104
1,2020080811,0.21792
1,2020080812,0.2756
1,2020080813,0.4136
1,2020080814,0.34104
1,2020080815,0.2756
1,2020080816,0.34104
1,2020080817,0.4136
1,2020080818,0.4136
1,2020080819,0.4136
1,2020080820,0.56016
1,2020080821,0.62408
1,2020080822,0.62408
1,2020080823,0.62408
1,2020080824,0.56016
1,2020080901,0.56016
1,2020080902,0.48688
1,2020080903,0.4136
1,2020080904,0.4136
1,2020080905,0.4136
1,2020080906,0.34104
1,2020080907,0.34104
1,2020080908,0.34104
1,2020080909,0.34104
1,2020080910,0.21792
1,2020080911,0.12344
1,2020080912,0.12344
1,2020080913,0.08584
1,2020080914,0.05488
1,2020080915,0.03056
1,2020080916,0.01296
1,2020080917,0.03056
1,2020080918,0.05488
1,2020080919,0.12344
1,2020080920,0.21792
1,2020080921,0.34104
1,2020080922,0.4136
1,2020080923,0.4136
1,2020080924,0.4136
1,2020081001,0.48688
1,2020081002,0.4136
1,2020081003,0.4136
1,2020081004,0.4136
1,2020081005,0.4136
1,2020081006,0.48688
1,2020081007,0.48688
1,2020081008,0.48688
1,2020081009,0.48688
1,2020081010,0.34104
1,2020081011,0.21792
1,2020081012,0.2756
1,2020081013,0.4136
1,2020081014,0.34104
1,2020081015,0.2756
