subproblem_id,stage_id,timepoint,period,number_of_hours_in_timepoint,timepoint_weight,previous_stage_timepoint_map,spinup_or_lookahead,month,hour_of_day,timestamp,horizon_day
1,1,2020010101,2020,1,183,,,1,1,,20200101
1,1,2020010102,2020,1,183,,,1,2,,20200101
1,1,2020010103,2020,1,183,,,1,3,,20200101
1,1,2020010104,2020,1,183,,,1,4,,20200101
1,1,2020010105,2020,1,183,,,1,5,,20200101
1,1,2020010106,2020,1,183,,,1,6,,20200101
1,1,2020010107,2020,1,183,,,1,7,,20200101
1,1,2020010108,2020,1,183,,,1,8,,20200101
1,1,2020010109,2020,1,183,,,1,9,,20200101
1,1,2020010110,2020,1,183,,,1,10,,20200101
1,1,2020010111,2020,1,183,,,1,11,,20200101
1,1,2020010112,2020,1,183,,,1,12,,20200101
1,1,2020010113,2020,1,183,,,1,13,,20200101
1,1,2020010114,2020,1,183,,,1,14,,20200101
1,1,2020010115,2020,1,183,,,1,15,,20200101
1,1,2020010116,2020,1,183,,,1,16,,20200101
1,1,2020010117,2020,1,183,,,1,17,,20200101
1,1,2020010118,2020,1,183,,,1,18,,20200101
1,1,2020010119,2020,1,183,,,1,19,,20200101
1,1,2020010120,2020,1,183,,,1,20,,20200101
1,1,2020010121,2020,1,183,,,1,21,,20200101
1,1,2020010122,2020,1,183,,,1,22,,20200101
1,1,2020010123,2020,1,183,,,1,23,,20200101
1,1,2020010124,2020,1,183,,,1,24,,20200101
1,1,2020010201,2020,1,183,,,2,1,,20200102
1,1,2020010202,2020,1,183,,,2,2,,20200102
1,1,2020010203,2020,1,183,,,2,3,,20200102
1,1,2020010204,2020,1,183,,,2,4,,20200102
1,1,2020010205,2020,1,183,,,2,5,,20200102
1,1,2020010206,2020,1,183,,,2,6,,20200102
1,1,2020010207,2020,1,183,,,2,7,,20200102
1,1,2020010208,2020,1,183,,,2,8,,20200102
1,1,2020010209,2020,1,183,,,2,9,,20200102
1,1,2020010210,2020,1,183,,,2,10,,20200102
1,1,2020010211,2020,1,183,,,2,11,,20200102
1,1,2020010212,2020,1,183,,,2,12,,20200102
1,1,2020010213,2020,1,183,,,2,13,,20200102
1,1,2020010214,2020,1,183,,,2,14,,20200102
1,1,2020010215,2020,1,183,,,2,15,,20200102
1,1,2020010216,2020,1,183,,,2,16,,20200102
1,1,2020010217,2020,1,183,,,2,17,,20200102
1,1,2020010218,2020,1,183,,,2,18,,20200102
1,1,2020010219,2020,1,183,,,2,19,,20200102
1,1,2020010220,2020,1,183,,,2,20,,20200102
1,1,2020010221,2020,1,183,,,2,21,,20200102
1,1,2020010222,2020,1,183,,,2,22,,20200102
1,1,2020010223,2020,1,183,,,2,23,,20200102
1,1,2020010224,2020,1,183,,,2,24,,20200102
1,1,2025010101,2025,1,183,,,1,1,,20250101
1,1,2025010102,2025,1,183,,,1,2,,20250101
1,1,2025010103,2025,1,183,,,1,3,,20250101
1,1,2025010104,2025,1,183,,,1,4,,20250101
1,1,2025010105,2025,1,183,,,1,5,,20250101
1,1,2025010106,2025,1,183,,,1,6,,20250101
1,1,2025010107,2025,1,183,,,1,7,,20250101
1,1,2025010108,2025,1,183,,,1,8,,20250101
1,1,2025010109,2025,1,183,,,1,9,,20250101
1,1,2025010110,2025,1,183,,,1,10,,20250101
1,1,2025010111,2025,1,183,,,1,11,,20250101
1,1,2025010112,2025,1,183,,,1,12,,20250101
1,1,2025010113,2025,1,183,,,1,13,,20250101
1,1,2025010114,2025,1,183,,,1,14,,20250101
1,1,2025010115,2025,1,183,,,1,15,,20250101
1,1,2025010116,2025,1,183,,,1,16,,20250101
1,1,2025010117,2025,1,183,,,1,17,,20250101
1,1,2025010118,2025,1,183,,,1,18,,20250101
1,1,2025010119,2025,1,183,,,1,19,,20250101
1,1,2025010120,2025,1,183,,,1,20,,20250101
1,1,2025010121,2025,1,183,,,1,21,,20250101
1,1,2025010122,2025,1,183,,,1,22,,20250101
1,1,2025010123,2025,1,183,,,1,23,,20250101
1,1,2025010124,2025,1,183,,,1,24,,20250101
1,1,2025010201,2025,1,182,,,2,1,,20250102
1,1,2025010202,2025,1,182,,,2,2,,20250102
1,1,2025010203,2025,1,182,,,2,3,,20250102
1,1,2025010204,2025,1,182,,,2,4,,20250102
1,1,2025010205,2025,1,182,,,2,5,,20250102
1,1,2025010206,2025,1,182,,,2,6,,20250102
1,1,2025010207,2025,1,182,,,2,7,,20250102
1,1,2025010208,2025,1,182,,,2,8,,20250102
1,1,2025010209,2025,1,182,,,2,9,,20250102
1,1,2025010210,2025,1,182,,,2,10,,20250102
1,1,2025010211,2025,1,182,,,2,11,,20250102
1,1,2025010212,2025,1,182,,,2,12,,20250102
1,1,2025010213,2025,1,182,,,2,13,,20250102
1,1,2025010214,2025,1,182,,,2,14,,20250102
1,1,2025010215,2025,1,182,,,2,15,,20250102
1,1,2025010216,2025,1,182,,,2,16,,20250102
1,1,2025010217,2025,1,182,,,2,17,,20250102
1,1,2025010218,2025,1,182,,,2,18,,20250102
1,1,2025010219,2025,1,182,,,2,19,,20250102
1,1,2025010220,2025,1,182,,,2,20,,20250102
1,1,2025010221,2025,1,182,,,2,21,,20250102
1,1,2025010222,2025,1,182,,,2,22,,20250102
1,1,2025010223,2025,1,182,,,2,23,,20250102
1,1,2025010224,2025,1,182,,,2,24,,20250102
